run_id,target_x,target_y,target_z,target_yaw,slew_err,boom_err,stick_err,telescope_err,yaw_err,actual_x,actual_y,actual_z,task_err_norm,duration_s
1,-4.0,2.0,1.5,0.0,-0.0006109043890465404,-0.002199763088647111,0.0016545691700922127,-0.1871395751247547,-0.005235983333333333,-3.865336026424506,1.935620614974768,1.6018485262252087,0.18069923433599683,12.57399630486308
2,4.0,2.0,2.5,1.57,-0.0011344218552313823,-0.004148647290123431,0.0006242213176677058,-0.3159476162845476,-0.023639588888889174,3.7424838038687325,1.8659379673891903,2.590141360565633,0.3039945472245887,27.671081601809604
3,-3.0,-1.5,2.0,-1.57,-0.0017475499999908273,-0.0006537176159546743,-0.0015323948933976261,-0.4747681912759584,0.011422294444444425,-2.8244842084373087,-0.4929471208962689,2.320042672464967,1.0711622690318727,38.954505138888884
4,3.0,-2.5,2.0,2.36,0.07330598877854233,-0.0022301366380670373,0.0013135806512427628,-0.14635170449067697,-0.02300610555555549,3.270076651248257,-0.33215760729500243,2.095631970531654,2.1866932823206295,48.98222131944444
