time,phase,cycle,ee_x,ee_y,ee_z,target_x,target_y,target_z,pos_error,yaw,yaw_target,yaw_error,gripper,gripper_target
21.70,DESCEND,0,-4.3674,2.7477,-0.0804,-4.1838,2.6326,-0.2826,0.2964,1.6967,-1.4102,3.1069,0.0498,0.0500
21.80,DESCEND,0,-4.3672,2.7473,-0.0875,-4.1838,2.6326,-0.2826,0.2913,1.6978,-1.4102,3.1081,0.0498,0.0500
21.90,DESCEND,0,-4.3665,2.7467,-0.0948,-4.1838,2.6326,-0.2826,0.2858,1.6988,-1.4102,3.1090,0.0498,0.0500
22.00,DESCEND,0,-4.3660,2.7463,-0.1017,-4.1838,2.6326,-0.2826,0.2808,1.6999,-1.4102,3.1102,0.0498,0.0500
22.10,DESCEND,0,-4.3663,2.7465,-0.1084,-4.1838,2.6326,-0.2826,0.2768,1.7005,-1.4102,3.1108,0.0498,0.0500
22.20,DESCEND,0,-4.3663,2.7465,-0.1084,-4.1838,2.6326,-0.2826,0.2768,1.7005,-1.4102,3.1108,0.0498,0.0500
22.30,DESCEND,0,-4.3658,2.7460,-0.1146,-4.1838,2.6326,-0.2826,0.2724,1.7019,-1.4102,3.1121,0.0498,0.0500
22.40,DESCEND,0,-4.3650,2.7454,-0.1216,-4.1838,2.6326,-0.2826,0.2673,1.7030,-1.4102,3.1133,0.0498,0.0500
22.50,DESCEND,0,-4.3643,2.7448,-0.1295,-4.1838,2.6326,-0.2826,0.2619,1.7037,-1.4102,3.1140,0.0498,0.0500
22.60,DESCEND,0,-4.3635,2.7441,-0.1355,-4.1838,2.6326,-0.2826,0.2576,1.7048,-1.4102,3.1150,0.0498,0.0500
22.70,DESCEND,0,-4.3624,2.7431,-0.1413,-4.1838,2.6326,-0.2826,0.2531,1.7051,-1.4102,3.1154,0.0498,0.0500
22.80,DESCEND,0,-4.3615,2.7424,-0.1459,-4.1838,2.6326,-0.2826,0.2496,1.7053,-1.4102,3.1155,0.0497,0.0500
22.90,DESCEND,0,-4.3615,2.7424,-0.1459,-4.1838,2.6326,-0.2826,0.2496,1.7053,-1.4102,3.1155,0.0497,0.0500
23.00,DESCEND,0,-4.3604,2.7414,-0.1497,-4.1838,2.6326,-0.2826,0.2463,1.7063,-1.4102,3.1165,0.0497,0.0500
23.10,DESCEND,0,-4.3588,2.7400,-0.1537,-4.1838,2.6326,-0.2826,0.2425,1.7075,-1.4102,3.1177,0.0497,0.0500
23.20,DESCEND,0,-4.3578,2.7391,-0.1582,-4.1838,2.6326,-0.2826,0.2389,1.7086,-1.4102,3.1189,0.0497,0.0500
23.30,DESCEND,0,-4.3574,2.7388,-0.1619,-4.1838,2.6326,-0.2826,0.2366,1.7092,-1.4102,3.1195,0.0496,0.0500
23.40,DESCEND,0,-4.3567,2.7381,-0.1657,-4.1838,2.6326,-0.2826,0.2338,1.7099,-1.4102,3.1201,0.0496,0.0500
23.50,DESCEND,0,-4.3563,2.7377,-0.1693,-4.1838,2.6326,-0.2826,0.2316,1.7107,-1.4102,3.1210,0.0496,0.0500
23.60,DESCEND,0,-4.3566,2.7380,-0.1724,-4.1838,2.6326,-0.2826,0.2305,1.7115,-1.4102,3.1217,0.0496,0.0500
23.70,DESCEND,0,-4.3572,2.7384,-0.1751,-4.1838,2.6326,-0.2826,0.2298,1.7120,-1.4102,3.1222,0.0497,0.0500
23.80,DESCEND,0,-4.3572,2.7384,-0.1751,-4.1838,2.6326,-0.2826,0.2298,1.7120,-1.4102,3.1222,0.0497,0.0500
23.90,DESCEND,0,-4.3573,2.7386,-0.1775,-4.1838,2.6326,-0.2826,0.2289,1.7127,-1.4102,3.1229,0.0497,0.0500
24.00,DESCEND,0,-4.3558,2.7375,-0.1811,-4.1838,2.6326,-0.2826,0.2256,1.7134,-1.4102,3.1236,0.0497,0.0500
24.10,DESCEND,0,-4.3550,2.7371,-0.1843,-4.1838,2.6326,-0.2826,0.2234,1.7145,-1.4102,3.1247,0.0497,0.0500
24.20,DESCEND,0,-4.3549,2.7372,-0.1865,-4.1838,2.6326,-0.2826,0.2224,1.7152,-1.4102,3.1255,0.0497,0.0500
24.30,DESCEND,0,-4.3549,2.7374,-0.1889,-4.1838,2.6326,-0.2826,0.2215,1.7156,-1.4102,3.1258,0.0498,0.0500
24.40,DESCEND,0,-4.3549,2.7374,-0.1889,-4.1838,2.6326,-0.2826,0.2215,1.7156,-1.4102,3.1258,0.0498,0.0500
24.50,DESCEND,0,-4.3549,2.7376,-0.1913,-4.1838,2.6326,-0.2826,0.2205,1.7159,-1.4102,3.1261,0.0498,0.0500
24.60,DESCEND,0,-4.3542,2.7374,-0.1945,-4.1838,2.6326,-0.2826,0.2186,1.7158,-1.4102,3.1260,0.0498,0.0500
24.70,DESCEND,0,-4.3533,2.7371,-0.1979,-4.1838,2.6326,-0.2826,0.2164,1.7156,-1.4102,3.1259,0.0499,0.0500
24.80,DESCEND,0,-4.3531,2.7372,-0.2002,-4.1838,2.6326,-0.2826,0.2154,1.7156,-1.4102,3.1258,0.0499,0.0500
24.90,DESCEND,0,-4.3531,2.7372,-0.2002,-4.1838,2.6326,-0.2826,0.2154,1.7156,-1.4102,3.1258,0.0499,0.0500
25.00,DESCEND,0,-4.3538,2.7379,-0.2012,-4.1838,2.6326,-0.2826,0.2159,1.7158,-1.4102,3.1260,0.0499,0.0500
25.10,DESCEND,0,-4.3549,2.7388,-0.2021,-4.1838,2.6326,-0.2826,0.2169,1.7161,-1.4102,3.1264,0.0500,0.0500
25.20,DESCEND,0,-4.3558,2.7394,-0.2028,-4.1838,2.6326,-0.2826,0.2176,1.7163,-1.4102,3.1266,0.0500,0.0500
25.30,DESCEND,0,-4.3558,2.7394,-0.2028,-4.1838,2.6326,-0.2826,0.2176,1.7163,-1.4102,3.1266,0.0500,0.0500
25.40,DESCEND,0,-4.3562,2.7399,-0.2039,-4.1838,2.6326,-0.2826,0.2177,1.7165,-1.4102,3.1267,0.0500,0.0500
25.50,DESCEND,0,-4.3565,2.7403,-0.2047,-4.1838,2.6326,-0.2826,0.2180,1.7166,-1.4102,3.1268,0.0500,0.0500
25.60,DESCEND,0,-4.3571,2.7407,-0.2051,-4.1838,2.6326,-0.2826,0.2185,1.7167,-1.4102,3.1269,0.0500,0.0500
25.70,DESCEND,0,-4.3571,2.7407,-0.2051,-4.1838,2.6326,-0.2826,0.2185,1.7167,-1.4102,3.1269,0.0500,0.0500
25.80,DESCEND,0,-4.3580,2.7415,-0.2053,-4.1838,2.6326,-0.2826,0.2195,1.7169,-1.4102,3.1271,0.0500,0.0500
25.90,DESCEND,0,-4.3587,2.7421,-0.2054,-4.1838,2.6326,-0.2826,0.2203,1.7171,-1.4102,3.1273,0.0500,0.0500
26.00,DESCEND,0,-4.3594,2.7425,-0.2053,-4.1838,2.6326,-0.2826,0.2211,1.7173,-1.4102,3.1275,0.0500,0.0500
26.10,DESCEND,0,-4.3594,2.7425,-0.2053,-4.1838,2.6326,-0.2826,0.2211,1.7173,-1.4102,3.1275,0.0500,0.0500
26.20,DESCEND,0,-4.3598,2.7429,-0.2053,-4.1838,2.6326,-0.2826,0.2217,1.7174,-1.4102,3.1276,0.0500,0.0500
26.30,DESCEND,0,-4.3601,2.7432,-0.2061,-4.1838,2.6326,-0.2826,0.2218,1.7174,-1.4102,3.1277,0.0500,0.0500
26.40,DESCEND,0,-4.3602,2.7434,-0.2067,-4.1838,2.6326,-0.2826,0.2217,1.7175,-1.4102,3.1277,0.0500,0.0500
26.50,DESCEND,0,-4.3602,2.7435,-0.2074,-4.1838,2.6326,-0.2826,0.2215,1.7174,-1.4102,3.1276,0.0500,0.0500
26.60,DESCEND,0,-4.3602,2.7435,-0.2074,-4.1838,2.6326,-0.2826,0.2215,1.7174,-1.4102,3.1276,0.0500,0.0500
26.70,DESCEND,0,-4.3604,2.7437,-0.2079,-4.1838,2.6326,-0.2826,0.2216,1.7175,-1.4102,3.1277,0.0500,0.0500
26.80,DESCEND,0,-4.3606,2.7438,-0.2083,-4.1838,2.6326,-0.2826,0.2217,1.7175,-1.4102,3.1278,0.0500,0.0500
26.90,DESCEND,0,-4.3606,2.7439,-0.2088,-4.1838,2.6326,-0.2826,0.2216,1.7175,-1.4102,3.1278,0.0500,0.0500
27.00,DESCEND,0,-4.3606,2.7440,-0.2091,-4.1838,2.6326,-0.2826,0.2215,1.7175,-1.4102,3.1278,0.0500,0.0500
27.10,DESCEND,0,-4.3606,2.7440,-0.2091,-4.1838,2.6326,-0.2826,0.2215,1.7175,-1.4102,3.1278,0.0500,0.0500
27.20,DESCEND,0,-4.3610,2.7441,-0.2088,-4.1838,2.6326,-0.2826,0.2220,1.7178,-1.4102,3.1280,0.0499,0.0500
27.30,DESCEND,0,-4.3614,2.7443,-0.2085,-4.1838,2.6326,-0.2826,0.2225,1.7179,-1.4102,3.1282,0.0499,0.0500
27.40,DESCEND,0,-4.3615,2.7444,-0.2085,-4.1838,2.6326,-0.2826,0.2227,1.7180,-1.4102,3.1283,0.0499,0.0500
27.50,DESCEND,0,-4.3615,2.7444,-0.2089,-4.1838,2.6326,-0.2826,0.2225,1.7181,-1.4102,3.1283,0.0499,0.0500
27.60,DESCEND,0,-4.3615,2.7444,-0.2089,-4.1838,2.6326,-0.2826,0.2225,1.7181,-1.4102,3.1283,0.0499,0.0500
27.70,DESCEND,0,-4.3615,2.7444,-0.2092,-4.1838,2.6326,-0.2826,0.2224,1.7181,-1.4102,3.1283,0.0499,0.0500
27.80,DESCEND,0,-4.3614,2.7443,-0.2098,-4.1838,2.6326,-0.2826,0.2221,1.7181,-1.4102,3.1283,0.0499,0.0500
27.90,CLOSE,0,-4.3613,2.7443,-0.2100,-4.1838,2.6326,-0.2826,0.2219,1.7181,-1.4102,3.1283,0.0499,0.0500
28.00,CLOSE,0,-4.3613,2.7442,-0.2103,-4.1838,2.6326,-0.2826,0.2218,1.7181,-1.4102,3.1283,0.0499,2.2300
28.10,CLOSE,0,-4.3613,2.7442,-0.2103,-4.1838,2.6326,-0.2826,0.2218,1.7181,-1.4102,3.1283,0.0499,2.2300
28.20,CLOSE,0,-4.3611,2.7440,-0.2109,-4.1838,2.6326,-0.2826,0.2213,1.7180,-1.4102,3.1283,0.0499,2.2300
28.30,CLOSE,0,-4.3608,2.7439,-0.2116,-4.1838,2.6326,-0.2826,0.2208,1.7180,-1.4102,3.1282,0.0499,2.2300
28.40,CLOSE,0,-4.3608,2.7439,-0.2116,-4.1838,2.6326,-0.2826,0.2208,1.7180,-1.4102,3.1282,0.0499,2.2300
28.50,CLOSE,0,-4.3608,2.7439,-0.2116,-4.1838,2.6326,-0.2826,0.2208,1.7180,-1.4102,3.1282,0.0499,2.2300
28.60,CLOSE,0,-4.3609,2.7440,-0.2116,-4.1838,2.6326,-0.2826,0.2209,1.7180,-1.4102,3.1283,0.0499,2.2300
28.70,CLOSE,0,-4.3609,2.7440,-0.2116,-4.1838,2.6326,-0.2826,0.2209,1.7180,-1.4102,3.1283,0.0499,2.2300
28.80,CLOSE,0,-4.3609,2.7440,-0.2116,-4.1838,2.6326,-0.2826,0.2209,1.7180,-1.4102,3.1283,0.0499,2.2300
28.90,CLOSE,0,-4.3609,2.7440,-0.2116,-4.1838,2.6326,-0.2826,0.2209,1.7180,-1.4102,3.1283,0.0499,2.2300
29.00,CLOSE,0,-4.3609,2.7440,-0.2116,-4.1838,2.6326,-0.2826,0.2209,1.7180,-1.4102,3.1283,0.0499,2.2300
29.10,CLOSE,0,-4.3609,2.7440,-0.2116,-4.1838,2.6326,-0.2826,0.2209,1.7180,-1.4102,3.1283,0.0499,2.2300
29.20,CLOSE,0,-4.3610,2.7440,-0.2112,-4.1838,2.6326,-0.2826,0.2212,1.7182,-1.4102,3.1284,0.0499,2.2300
29.30,CLOSE,0,-4.3610,2.7440,-0.2100,-4.1838,2.6326,-0.2826,0.2215,1.7204,-1.4102,3.1306,0.0670,2.2300
29.40,CLOSE,0,-4.3610,2.7440,-0.2100,-4.1838,2.6326,-0.2826,0.2215,1.7204,-1.4102,3.1306,0.0670,2.2300
29.50,CLOSE,0,-4.3606,2.7437,-0.2089,-4.1838,2.6326,-0.2826,0.2215,1.7229,-1.4102,3.1331,0.0874,2.2300
29.60,CLOSE,0,-4.3598,2.7431,-0.2081,-4.1838,2.6326,-0.2826,0.2208,1.7255,-1.4102,3.1358,0.1087,2.2300
29.70,CLOSE,0,-4.3589,2.7425,-0.2083,-4.1838,2.6326,-0.2826,0.2197,1.7275,-1.4102,3.1377,0.1303,2.2300
29.80,CLOSE,0,-4.3596,2.7430,-0.2061,-4.1838,2.6326,-0.2826,0.2212,1.7292,-1.4102,3.1394,0.1539,2.2300
29.90,CLOSE,0,-4.3596,2.7430,-0.2061,-4.1838,2.6326,-0.2826,0.2212,1.7292,-1.4102,3.1394,0.1539,2.2300
30.00,CLOSE,0,-4.3607,2.7437,-0.2029,-4.1838,2.6326,-0.2826,0.2236,1.7310,-1.4102,3.1412,0.1774,2.2300
30.10,CLOSE,0,-4.3617,2.7443,-0.2006,-4.1838,2.6326,-0.2826,0.2255,1.7326,-1.4102,3.1404,0.2009,2.2300
30.20,CLOSE,0,-4.3618,2.7442,-0.1990,-4.1838,2.6326,-0.2826,0.2261,1.7345,-1.4102,3.1385,0.2151,2.2300
30.30,CLOSE,0,-4.3618,2.7442,-0.1990,-4.1838,2.6326,-0.2826,0.2261,1.7345,-1.4102,3.1385,0.2151,2.2300
30.40,CLOSE,0,-4.3615,2.7438,-0.1979,-4.1838,2.6326,-0.2826,0.2261,1.7366,-1.4102,3.1364,0.2335,2.2300
30.50,CLOSE,0,-4.3616,2.7438,-0.1976,-4.1838,2.6326,-0.2826,0.2263,1.7375,-1.4102,3.1355,0.2494,2.2300
30.60,CLOSE,0,-4.3618,2.7439,-0.1973,-4.1838,2.6326,-0.2826,0.2266,1.7379,-1.4102,3.1351,0.2601,2.2300
30.70,CLOSE,0,-4.3618,2.7439,-0.1973,-4.1838,2.6326,-0.2826,0.2266,1.7379,-1.4102,3.1351,0.2601,2.2300
30.80,CLOSE,0,-4.3630,2.7448,-0.1950,-4.1838,2.6326,-0.2826,0.2289,1.7383,-1.4102,3.1347,0.2760,2.2300
30.90,CLOSE,0,-4.3643,2.7457,-0.1925,-4.1838,2.6326,-0.2826,0.2313,1.7386,-1.4102,3.1344,0.2865,2.2300
31.00,CLOSE,0,-4.3643,2.7457,-0.1925,-4.1838,2.6326,-0.2826,0.2313,1.7386,-1.4102,3.1344,0.2865,2.2300
31.10,CLOSE,0,-4.3654,2.7464,-0.1894,-4.1838,2.6326,-0.2826,0.2337,1.7391,-1.4102,3.1339,0.3113,2.2300
31.20,CLOSE,0,-4.3671,2.7477,-0.1865,-4.1838,2.6326,-0.2826,0.2368,1.7387,-1.4102,3.1343,0.3399,2.2300
31.30,CLOSE,0,-4.3692,2.7490,-0.1818,-4.1838,2.6326,-0.2826,0.2410,1.7387,-1.4102,3.1342,0.3616,2.2300
31.40,CLOSE,0,-4.3692,2.7490,-0.1818,-4.1838,2.6326,-0.2826,0.2410,1.7387,-1.4102,3.1342,0.3616,2.2300
31.50,CLOSE,0,-4.3704,2.7498,-0.1775,-4.1838,2.6326,-0.2826,0.2441,1.7388,-1.4102,3.1341,0.3824,2.2300
31.60,CLOSE,0,-4.3714,2.7505,-0.1743,-4.1838,2.6326,-0.2826,0.2466,1.7388,-1.4102,3.1341,0.3996,2.2300
31.70,CLOSE,0,-4.3719,2.7507,-0.1719,-4.1838,2.6326,-0.2826,0.2482,1.7391,-1.4102,3.1338,0.4189,2.2300
31.80,CLOSE,0,-4.3719,2.7507,-0.1719,-4.1838,2.6326,-0.2826,0.2482,1.7391,-1.4102,3.1338,0.4189,2.2300
31.90,CLOSE,0,-4.3725,2.7508,-0.1694,-4.1838,2.6326,-0.2826,0.2498,1.7393,-1.4102,3.1336,0.4422,2.2300
32.00,CLOSE,0,-4.3728,2.7510,-0.1678,-4.1838,2.6326,-0.2826,0.2509,1.7393,-1.4102,3.1336,0.4673,2.2300
32.10,CLOSE,0,-4.3726,2.7508,-0.1680,-4.1838,2.6326,-0.2826,0.2505,1.7393,-1.4102,3.1336,0.4955,2.2300
32.20,CLOSE,0,-4.3726,2.7508,-0.1680,-4.1838,2.6326,-0.2826,0.2505,1.7393,-1.4102,3.1336,0.4955,2.2300
32.30,CLOSE,0,-4.3719,2.7504,-0.1706,-4.1838,2.6326,-0.2826,0.2486,1.7391,-1.4102,3.1339,0.5242,2.2300
32.40,CLOSE,0,-4.3726,2.7508,-0.1678,-4.1838,2.6326,-0.2826,0.2506,1.7388,-1.4102,3.1341,0.5453,2.2300
32.50,CLOSE,0,-4.3726,2.7508,-0.1678,-4.1838,2.6326,-0.2826,0.2506,1.7388,-1.4102,3.1341,0.5453,2.2300
32.60,CLOSE,0,-4.3739,2.7516,-0.1636,-4.1838,2.6326,-0.2826,0.2539,1.7385,-1.4102,3.1345,0.5707,2.2300
32.70,CLOSE,0,-4.3754,2.7526,-0.1586,-4.1838,2.6326,-0.2826,0.2578,1.7379,-1.4102,3.1350,0.5998,2.2300
32.80,CLOSE,0,-4.3754,2.7526,-0.1586,-4.1838,2.6326,-0.2826,0.2578,1.7379,-1.4102,3.1350,0.5998,2.2300
32.90,CLOSE,0,-4.3769,2.7537,-0.1536,-4.1838,2.6326,-0.2826,0.2619,1.7373,-1.4102,3.1356,0.6289,2.2300
33.00,CLOSE,0,-4.3778,2.7542,-0.1489,-4.1838,2.6326,-0.2826,0.2651,1.7371,-1.4102,3.1358,0.6560,2.2300
33.10,CLOSE,0,-4.3787,2.7546,-0.1454,-4.1838,2.6326,-0.2826,0.2678,1.7368,-1.4102,3.1362,0.6806,2.2300
33.20,CLOSE,0,-4.3787,2.7546,-0.1454,-4.1838,2.6326,-0.2826,0.2678,1.7368,-1.4102,3.1362,0.6806,2.2300
33.30,CLOSE,0,-4.3795,2.7552,-0.1416,-4.1838,2.6326,-0.2826,0.2706,1.7363,-1.4102,3.1366,0.7072,2.2300
33.40,CLOSE,0,-4.3800,2.7552,-0.1390,-4.1838,2.6326,-0.2826,0.2723,1.7362,-1.4102,3.1367,0.7274,2.2300
33.50,CLOSE,0,-4.3795,2.7546,-0.1376,-4.1838,2.6326,-0.2826,0.2724,1.7367,-1.4102,3.1363,0.7435,2.2300
33.60,CLOSE,0,-4.3795,2.7546,-0.1376,-4.1838,2.6326,-0.2826,0.2724,1.7367,-1.4102,3.1363,0.7435,2.2300
33.70,CLOSE,0,-4.3789,2.7538,-0.1383,-4.1838,2.6326,-0.2826,0.2712,1.7370,-1.4102,3.1359,0.7562,2.2300
33.80,CLOSE,0,-4.3782,2.7530,-0.1400,-4.1838,2.6326,-0.2826,0.2695,1.7373,-1.4102,3.1356,0.7726,2.2300
33.90,LIFT_HIGH,0,-4.3782,2.7530,-0.1400,-4.1838,2.6326,-0.2826,0.2695,1.7373,-1.4102,3.1356,0.7726,2.2300
34.00,LIFT_HIGH,0,-4.3780,2.7529,-0.1419,-4.1838,2.6326,1.6174,1.7741,1.7372,-1.4102,3.1358,0.7921,2.2300
34.10,LIFT_HIGH,0,-4.3780,2.7526,-0.1420,-4.1838,2.6326,1.6174,1.7742,1.7373,-1.4102,3.1357,0.8120,2.2300
34.20,LIFT_HIGH,0,-4.3780,2.7526,-0.1420,-4.1838,2.6326,1.6174,1.7742,1.7373,-1.4102,3.1357,0.8120,2.2300
34.30,LIFT_HIGH,0,-4.3783,2.7527,-0.1386,-4.1838,2.6326,1.6174,1.7709,1.7374,-1.4102,3.1355,0.8312,2.2300
34.40,LIFT_HIGH,0,-4.3786,2.7526,-0.1343,-4.1838,2.6326,1.6174,1.7666,1.7376,-1.4102,3.1354,0.8494,2.2300
34.51,LIFT_HIGH,0,-4.3786,2.7526,-0.1343,-4.1838,2.6326,1.6174,1.7666,1.7376,-1.4102,3.1354,0.8494,2.2300
34.60,LIFT_HIGH,0,-4.3788,2.7527,-0.1299,-4.1838,2.6326,1.6174,1.7623,1.7377,-1.4102,3.1353,0.8667,2.2300
34.70,LIFT_HIGH,0,-4.3790,2.7529,-0.1261,-4.1838,2.6326,1.6174,1.7585,1.7378,-1.4102,3.1351,0.8814,2.2300
34.80,LIFT_HIGH,0,-4.3790,2.7529,-0.1233,-4.1838,2.6326,1.6174,1.7558,1.7379,-1.4102,3.1350,0.8947,2.2300
34.90,LIFT_HIGH,0,-4.3790,2.7529,-0.1233,-4.1838,2.6326,1.6174,1.7558,1.7379,-1.4102,3.1350,0.8947,2.2300
35.00,LIFT_HIGH,0,-4.3788,2.7529,-0.1202,-4.1838,2.6326,1.6174,1.7527,1.7383,-1.4102,3.1347,0.9028,2.2300
35.10,LIFT_HIGH,0,-4.3786,2.7527,-0.1173,-4.1838,2.6326,1.6174,1.7498,1.7377,-1.4102,3.1353,0.9152,2.2300
35.20,LIFT_HIGH,0,-4.3786,2.7527,-0.1173,-4.1838,2.6326,1.6174,1.7498,1.7377,-1.4102,3.1353,0.9152,2.2300
35.30,LIFT_HIGH,0,-4.3763,2.7511,-0.1039,-4.1838,2.6326,1.6174,1.7361,1.7376,-1.4102,3.1353,0.9280,2.2300
35.40,LIFT_HIGH,0,-4.3721,2.7487,-0.0789,-4.1838,2.6326,1.6174,1.7107,1.7373,-1.4102,3.1357,0.9403,2.2300
35.50,LIFT_HIGH,0,-4.3650,2.7445,-0.0436,-4.1838,2.6326,1.6174,1.6746,1.7364,-1.4102,3.1366,0.9455,2.2300
35.60,LIFT_HIGH,0,-4.3650,2.7445,-0.0436,-4.1838,2.6326,1.6174,1.6746,1.7364,-1.4102,3.1366,0.9455,2.2300
35.70,LIFT_HIGH,0,-4.3546,2.7381,0.0012,-4.1838,2.6326,1.6174,1.6287,1.7351,-1.4102,3.1378,0.9481,2.2300
35.80,LIFT_HIGH,0,-4.3406,2.7292,0.0557,-4.1838,2.6326,1.6174,1.5726,1.7336,-1.4102,3.1394,0.9565,2.2300
35.90,LIFT_HIGH,0,-4.3406,2.7292,0.0557,-4.1838,2.6326,1.6174,1.5726,1.7336,-1.4102,3.1394,0.9565,2.2300
36.00,LIFT_HIGH,0,-4.3224,2.7180,0.1203,-4.1838,2.6326,1.6174,1.5060,1.7313,-1.4102,3.1415,0.9662,2.2300
36.10,LIFT_HIGH,0,-4.3019,2.7048,0.1942,-4.1838,2.6326,1.6174,1.4299,1.7294,-1.4102,3.1397,0.9786,2.2300
36.20,LIFT_HIGH,0,-4.3019,2.7048,0.1942,-4.1838,2.6326,1.6174,1.4299,1.7294,-1.4102,3.1397,0.9786,2.2300
36.30,LIFT_HIGH,0,-4.2839,2.6937,0.2759,-4.1838,2.6326,1.6174,1.3467,1.7291,-1.4102,3.1393,0.9956,2.2300
36.40,LIFT_HIGH,0,-4.2839,2.6937,0.2759,-4.1838,2.6326,1.6174,1.3467,1.7291,-1.4102,3.1393,1.0135,2.2300
36.50,LIFT_HIGH,0,-4.2718,2.6861,0.3656,-4.1838,2.6326,1.6174,1.2561,1.7311,-1.4102,3.1413,1.0135,2.2300
36.60,LIFT_HIGH,0,-4.2579,2.6771,0.4580,-4.1838,2.6326,1.6174,1.1627,1.7332,-1.4102,3.1398,1.0198,2.2300
36.70,LIFT_HIGH,0,-4.2579,2.6771,0.4580,-4.1838,2.6326,1.6174,1.1627,1.7332,-1.4102,3.1398,1.0198,2.2300
36.80,LIFT_HIGH,0,-4.2497,2.6719,0.5498,-4.1838,2.6326,1.6174,1.0704,1.7356,-1.4102,3.1374,1.0214,2.2300
36.90,LIFT_HIGH,0,-4.2372,2.6639,0.6353,-4.1838,2.6326,1.6174,0.9841,1.7355,-1.4102,3.1375,1.0362,2.2300
37.00,LIFT_HIGH,0,-4.2372,2.6639,0.6353,-4.1838,2.6326,1.6174,0.9841,1.7355,-1.4102,3.1375,1.0362,2.2300
37.10,LIFT_HIGH,0,-4.2359,2.6632,0.7205,-4.1838,2.6326,1.6174,0.8990,1.7374,-1.4102,3.1356,1.0525,2.2300
37.20,LIFT_HIGH,0,-4.2299,2.6594,0.8047,-4.1838,2.6326,1.6174,0.8145,1.7368,-1.4102,3.1362,1.0700,2.2300
37.30,LIFT_HIGH,0,-4.2299,2.6594,0.8047,-4.1838,2.6326,1.6174,0.8145,1.7368,-1.4102,3.1362,1.0700,2.2300
37.40,LIFT_HIGH,0,-4.2363,2.6634,0.8859,-4.1838,2.6326,1.6174,0.7340,1.7379,-1.4102,3.1350,1.0780,2.2300
37.50,LIFT_HIGH,0,-4.2384,2.6648,0.9687,-4.1838,2.6326,1.6174,0.6518,1.7377,-1.4102,3.1353,1.0899,2.2300
37.60,LIFT_HIGH,0,-4.2384,2.6648,0.9687,-4.1838,2.6326,1.6174,0.6518,1.7377,-1.4102,3.1353,1.0899,2.2300
37.70,LIFT_HIGH,0,-4.2499,2.6722,1.0437,-4.1838,2.6326,1.6174,0.5789,1.7388,-1.4102,3.1342,1.0955,2.2300
37.80,LIFT_HIGH,0,-4.2571,2.6770,1.1205,-4.1838,2.6326,1.6174,0.5043,1.7389,-1.4102,3.1341,1.1087,2.2300
37.90,LIFT_HIGH,0,-4.2571,2.6770,1.1205,-4.1838,2.6326,1.6174,0.5043,1.7389,-1.4102,3.1341,1.1087,2.2300
38.00,LIFT_HIGH,0,-4.2691,2.6850,1.1885,-4.1838,2.6326,1.6174,0.4404,1.7395,-1.4102,3.1334,1.1193,2.2300
38.10,LIFT_HIGH,0,-4.2691,2.6850,1.1885,-4.1838,2.6326,1.6174,0.4404,1.7395,-1.4102,3.1334,1.1193,2.2300
38.20,LIFT_HIGH,0,-4.2784,2.6911,1.2582,-4.1838,2.6326,1.6174,0.3760,1.7399,-1.4102,3.1330,1.1347,2.2300
38.30,LIFT_HIGH,0,-4.2893,2.6980,1.3166,-4.1838,2.6326,1.6174,0.3254,1.7403,-1.4102,3.1327,1.1492,2.2300
38.40,LIFT_HIGH,0,-4.2893,2.6980,1.3166,-4.1838,2.6326,1.6174,0.3254,1.7403,-1.4102,3.1327,1.1492,2.2300
38.50,LIFT_HIGH,0,-4.2988,2.7041,1.3648,-4.1838,2.6326,1.6174,0.2866,1.7400,-1.4102,3.1329,1.1696,2.2300
38.60,LIFT_HIGH,0,-4.3075,2.7099,1.4179,-4.1838,2.6326,1.6174,0.2472,1.7402,-1.4102,3.1328,1.1868,2.2300
38.70,LIFT_HIGH,0,-4.3075,2.7099,1.4179,-4.1838,2.6326,1.6174,0.2472,1.7402,-1.4102,3.1328,1.1868,2.2300
38.80,LIFT_HIGH,0,-4.3156,2.7152,1.4616,-4.1838,2.6326,1.6174,0.2202,1.7401,-1.4102,3.1329,1.2033,2.2300
38.90,LIFT_HIGH,0,-4.3227,2.7197,1.5063,-4.1838,2.6326,1.6174,0.1981,1.7406,-1.4102,3.1324,1.2185,2.2300
39.00,LIFT_HIGH,0,-4.3227,2.7197,1.5063,-4.1838,2.6326,1.6174,0.1981,1.7406,-1.4102,3.1324,1.2185,2.2300
39.10,LIFT_HIGH,0,-4.3288,2.7236,1.5422,-4.1838,2.6326,1.6174,0.1870,1.7409,-1.4102,3.1320,1.2335,2.2300
39.20,LIFT_HIGH,0,-4.3337,2.7270,1.5789,-4.1838,2.6326,1.6174,0.1813,1.7418,-1.4102,3.1312,1.2404,2.2300
39.30,LIFT_HIGH,0,-4.3337,2.7270,1.5789,-4.1838,2.6326,1.6174,0.1813,1.7418,-1.4102,3.1312,1.2404,2.2300
39.40,LIFT_HIGH,0,-4.3375,2.7297,1.6158,-4.1838,2.6326,1.6174,0.1819,1.7427,-1.4102,3.1303,1.2414,2.2300
39.50,LIFT_HIGH,0,-4.3411,2.7323,1.6444,-4.1838,2.6326,1.6174,0.1882,1.7432,-1.4102,3.1298,1.2469,2.2300
