time,phase,cycle,ee_x,ee_y,ee_z,target_x,target_y,target_z,pos_error,yaw,yaw_target,yaw_error,gripper,gripper_target
39.60,LIFT_HIGH,0,-4.3411,2.7323,1.6444,-4.1838,2.6326,1.6174,0.1882,1.7432,-1.4102,3.1298,1.2469,2.2300
39.70,LIFT_HIGH,0,-4.3444,2.7346,1.6710,-4.1838,2.6326,1.6174,0.1977,1.7437,-1.4102,3.1293,1.2480,2.2300
39.80,LIFT_HIGH,0,-4.3444,2.7346,1.6710,-4.1838,2.6326,1.6174,0.1977,1.7437,-1.4102,3.1293,1.2480,2.2300
39.90,LIFT_HIGH,0,-4.3471,2.7364,1.6915,-4.1838,2.6326,1.6174,0.2072,1.7440,-1.4102,3.1290,1.2343,2.2300
40.00,LIFT_HIGH,0,-4.3496,2.7381,1.7101,-4.1838,2.6326,1.6174,0.2173,1.7444,-1.4102,3.1285,1.2262,2.2300
40.10,LIFT_HIGH,0,-4.3496,2.7381,1.7101,-4.1838,2.6326,1.6174,0.2173,1.7444,-1.4102,3.1285,1.2262,2.2300
40.20,LIFT_HIGH,0,-4.3505,2.7388,1.7237,-4.1838,2.6326,1.6174,0.2244,1.7444,-1.4102,3.1285,1.2265,2.2300
40.30,LIFT_HIGH,0,-4.3522,2.7401,1.7358,-4.1838,2.6326,1.6174,0.2323,1.7447,-1.4102,3.1283,1.2264,2.2300
40.40,LIFT_HIGH,0,-4.3522,2.7401,1.7358,-4.1838,2.6326,1.6174,0.2323,1.7447,-1.4102,3.1283,1.2264,2.2300
40.50,LIFT_HIGH,0,-4.3526,2.7404,1.7441,-4.1838,2.6326,1.6174,0.2370,1.7446,-1.4102,3.1283,1.2262,2.2300
40.60,LIFT_HIGH,0,-4.3540,2.7413,1.7507,-4.1838,2.6326,1.6174,0.2420,1.7448,-1.4102,3.1282,1.2273,2.2300
40.70,LIFT_HIGH,0,-4.3540,2.7413,1.7507,-4.1838,2.6326,1.6174,0.2420,1.7448,-1.4102,3.1282,1.2273,2.2300
40.80,LIFT_HIGH,0,-4.3545,2.7416,1.7543,-4.1838,2.6326,1.6174,0.2444,1.7446,-1.4102,3.1283,1.2262,2.2300
40.90,LIFT_HIGH,0,-4.3545,2.7416,1.7543,-4.1838,2.6326,1.6174,0.2444,1.7446,-1.4102,3.1283,1.2262,2.2300
41.00,LIFT_HIGH,0,-4.3558,2.7424,1.7574,-4.1838,2.6326,1.6174,0.2475,1.7446,-1.4102,3.1284,1.2249,2.2300
41.10,LIFT_HIGH,0,-4.3570,2.7430,1.7593,-4.1838,2.6326,1.6174,0.2496,1.7445,-1.4102,3.1284,1.2286,2.2300
41.20,LIFT_HIGH,0,-4.3570,2.7430,1.7593,-4.1838,2.6326,1.6174,0.2496,1.7445,-1.4102,3.1284,1.2286,2.2300
41.30,LIFT_HIGH,0,-4.3573,2.7432,1.7596,-4.1838,2.6326,1.6174,0.2501,1.7443,-1.4102,3.1286,1.2268,2.2300
41.40,LIFT_HIGH,0,-4.3583,2.7438,1.7599,-4.1838,2.6326,1.6174,0.2513,1.7442,-1.4102,3.1288,1.2252,2.2300
41.50,LIFT_HIGH,0,-4.3583,2.7438,1.7599,-4.1838,2.6326,1.6174,0.2513,1.7442,-1.4102,3.1288,1.2252,2.2300
41.60,LIFT_HIGH,0,-4.3591,2.7442,1.7589,-4.1838,2.6326,1.6174,0.2514,1.7439,-1.4102,3.1290,1.2242,2.2300
41.70,LIFT_HIGH,0,-4.3600,2.7447,1.7583,-4.1838,2.6326,1.6174,0.2520,1.7436,-1.4102,3.1293,1.2236,2.2300
41.80,LIFT_HIGH,0,-4.3600,2.7447,1.7583,-4.1838,2.6326,1.6174,0.2520,1.7436,-1.4102,3.1293,1.2236,2.2300
41.90,LIFT_HIGH,0,-4.3607,2.7450,1.7567,-4.1838,2.6326,1.6174,0.2517,1.7434,-1.4102,3.1295,1.2221,2.2300
42.00,LIFT_HIGH,0,-4.3607,2.7450,1.7567,-4.1838,2.6326,1.6174,0.2517,1.7434,-1.4102,3.1295,1.2221,2.2300
42.10,LIFT_HIGH,0,-4.3616,2.7455,1.7552,-4.1838,2.6326,1.6174,0.2517,1.7431,-1.4102,3.1299,1.2267,2.2300
42.20,LIFT_HIGH,0,-4.3621,2.7458,1.7529,-4.1838,2.6326,1.6174,0.2509,1.7427,-1.4102,3.1302,1.2262,2.2300
42.30,LIFT_HIGH,0,-4.3621,2.7458,1.7529,-4.1838,2.6326,1.6174,0.2509,1.7427,-1.4102,3.1302,1.2262,2.2300
42.40,LIFT_HIGH,0,-4.3628,2.7462,1.7511,-4.1838,2.6326,1.6174,0.2506,1.7425,-1.4102,3.1305,1.2266,2.2300
42.50,LIFT_HIGH,0,-4.3634,2.7465,1.7492,-4.1838,2.6326,1.6174,0.2502,1.7421,-1.4102,3.1308,1.2288,2.2300
42.60,LIFT_HIGH,0,-4.3634,2.7465,1.7492,-4.1838,2.6326,1.6174,0.2502,1.7421,-1.4102,3.1308,1.2288,2.2300
42.70,LIFT_HIGH,0,-4.3641,2.7469,1.7471,-4.1838,2.6326,1.6174,0.2497,1.7417,-1.4102,3.1312,1.2286,2.2300
42.80,LIFT_HIGH,0,-4.3646,2.7472,1.7451,-4.1838,2.6326,1.6174,0.2493,1.7414,-1.4102,3.1316,1.2291,2.2300
42.90,LIFT_HIGH,0,-4.3646,2.7472,1.7451,-4.1838,2.6326,1.6174,0.2493,1.7414,-1.4102,3.1316,1.2291,2.2300
43.00,LIFT_HIGH,0,-4.3652,2.7475,1.7426,-4.1838,2.6326,1.6174,0.2485,1.7409,-1.4102,3.1320,1.2313,2.2300
43.10,LIFT_HIGH,0,-4.3658,2.7478,1.7405,-4.1838,2.6326,1.6174,0.2481,1.7405,-1.4102,3.1324,1.2279,2.2300
43.20,LIFT_HIGH,0,-4.3658,2.7478,1.7405,-4.1838,2.6326,1.6174,0.2481,1.7405,-1.4102,3.1324,1.2279,2.2300
43.30,LIFT_HIGH,0,-4.3664,2.7482,1.7383,-4.1838,2.6326,1.6174,0.2476,1.7400,-1.4102,3.1329,1.2271,2.2300
43.40,LIFT_HIGH,0,-4.3664,2.7482,1.7383,-4.1838,2.6326,1.6174,0.2476,1.7400,-1.4102,3.1329,1.2271,2.2300
43.50,LIFT_HIGH,0,-4.3670,2.7485,1.7362,-4.1838,2.6326,1.6174,0.2473,1.7395,-1.4102,3.1334,1.2264,2.2300
43.60,LIFT_HIGH,0,-4.3676,2.7488,1.7342,-4.1838,2.6326,1.6174,0.2468,1.7390,-1.4102,3.1339,1.2255,2.2300
43.70,LIFT_HIGH,0,-4.3676,2.7488,1.7342,-4.1838,2.6326,1.6174,0.2468,1.7390,-1.4102,3.1339,1.2255,2.2300
43.80,LIFT_HIGH,0,-4.3681,2.7490,1.7322,-4.1838,2.6326,1.6174,0.2464,1.7385,-1.4102,3.1344,1.2256,2.2300
43.90,CARRY_HOME,0,-4.3686,2.7493,1.7302,-4.1838,2.6326,1.6174,0.2460,1.7380,-1.4102,3.1349,1.2257,2.2300
44.00,CARRY_HOME,0,-4.3686,2.7493,1.7302,0.0000,2.2000,3.0000,4.5825,1.7380,0.0000,1.7380,1.2257,2.2300
44.10,CARRY_HOME,0,-4.3691,2.7496,1.7285,0.0000,2.2000,3.0000,4.5834,1.7375,0.0000,1.7375,1.2237,2.2300
44.20,CARRY_HOME,0,-4.3696,2.7499,1.7266,0.0000,2.2000,3.0000,4.5845,1.7370,0.0000,1.7370,1.2236,2.2300
44.30,CARRY_HOME,0,-4.3696,2.7499,1.7266,0.0000,2.2000,3.0000,4.5845,1.7370,0.0000,1.7370,1.2236,2.2300
44.40,CARRY_HOME,0,-4.3698,2.7499,1.7244,0.0000,2.2000,3.0000,4.5853,1.7365,0.0000,1.7365,1.2239,2.2300
44.50,CARRY_HOME,0,-4.3702,2.7501,1.7228,0.0000,2.2000,3.0000,4.5861,1.7361,0.0000,1.7361,1.2236,2.2300
44.60,CARRY_HOME,0,-4.3702,2.7501,1.7228,0.0000,2.2000,3.0000,4.5861,1.7361,0.0000,1.7361,1.2236,2.2300
44.70,CARRY_HOME,0,-4.3704,2.7502,1.7208,0.0000,2.2000,3.0000,4.5869,1.7356,0.0000,1.7356,1.2259,2.2300
44.80,CARRY_HOME,0,-4.3705,2.7503,1.7190,0.0000,2.2000,3.0000,4.5875,1.7351,0.0000,1.7351,1.2260,2.2300
44.90,CARRY_HOME,0,-4.3705,2.7503,1.7190,0.0000,2.2000,3.0000,4.5875,1.7351,0.0000,1.7351,1.2260,2.2300
45.00,CARRY_HOME,0,-4.3707,2.7504,1.7171,0.0000,2.2000,3.0000,4.5882,1.7346,0.0000,1.7346,1.2259,2.2300
45.10,CARRY_HOME,0,-4.3709,2.7505,1.7157,0.0000,2.2000,3.0000,4.5888,1.7331,0.0000,1.7331,1.2253,2.2300
45.20,CARRY_HOME,0,-4.3709,2.7505,1.7157,0.0000,2.2000,3.0000,4.5888,1.7331,0.0000,1.7331,1.2253,2.2300
45.30,CARRY_HOME,0,-4.3469,2.7421,1.7144,0.0000,2.2000,3.0000,4.5654,1.7368,0.0000,1.7368,1.2190,2.2300
45.40,CARRY_HOME,0,-4.3121,2.7316,1.7247,0.0000,2.2000,3.0000,4.5280,1.7356,0.0000,1.7356,1.2156,2.2300
45.50,CARRY_HOME,0,-4.3121,2.7316,1.7247,0.0000,2.2000,3.0000,4.5280,1.7356,0.0000,1.7356,1.2156,2.2300
45.60,CARRY_HOME,0,-4.2659,2.7190,1.7416,0.0000,2.2000,3.0000,4.4778,1.7305,0.0000,1.7305,1.2163,2.2300
45.70,CARRY_HOME,0,-4.2659,2.7190,1.7416,0.0000,2.2000,3.0000,4.4778,1.7305,0.0000,1.7305,1.2163,2.2300
45.80,CARRY_HOME,0,-4.2154,2.7085,1.7614,0.0000,2.2000,3.0000,4.4229,1.7214,0.0000,1.7214,1.2202,2.2300
45.90,CARRY_HOME,0,-4.2154,2.7085,1.7614,0.0000,2.2000,3.0000,4.4229,1.7214,0.0000,1.7214,1.2202,2.2300
46.00,CARRY_HOME,0,-4.1621,2.6999,1.7827,0.0000,2.2000,3.0000,4.3652,1.7114,0.0000,1.7114,1.2252,2.2300
46.10,CARRY_HOME,0,-4.1061,2.6935,1.8057,0.0000,2.2000,3.0000,4.3046,1.6988,0.0000,1.6988,1.2259,2.2300
46.20,CARRY_HOME,0,-4.1061,2.6935,1.8057,0.0000,2.2000,3.0000,4.3046,1.6988,0.0000,1.6988,1.2259,2.2300
46.30,CARRY_HOME,0,-4.0472,2.6895,1.8312,0.0000,2.2000,3.0000,4.2409,1.6845,0.0000,1.6845,1.2274,2.2300
46.40,CARRY_HOME,0,-3.9848,2.6881,1.8602,0.0000,2.2000,3.0000,4.1733,1.6675,0.0000,1.6675,1.2240,2.2300
46.50,CARRY_HOME,0,-3.9848,2.6881,1.8602,0.0000,2.2000,3.0000,4.1733,1.6675,0.0000,1.6675,1.2240,2.2300
46.60,CARRY_HOME,0,-3.9188,2.6889,1.8920,0.0000,2.2000,3.0000,4.1016,1.6483,0.0000,1.6483,1.2220,2.2300
46.70,CARRY_HOME,0,-3.8489,2.6915,1.9263,0.0000,2.2000,3.0000,4.0260,1.6257,0.0000,1.6257,1.2223,2.2300
46.80,CARRY_HOME,0,-3.8489,2.6915,1.9263,0.0000,2.2000,3.0000,4.0260,1.6257,0.0000,1.6257,1.2223,2.2300
46.90,CARRY_HOME,0,-3.7747,2.6974,1.9647,0.0000,2.2000,3.0000,3.9456,1.6000,0.0000,1.6000,1.2234,2.2300
47.00,CARRY_HOME,0,-3.7747,2.6974,1.9647,0.0000,2.2000,3.0000,3.9456,1.6000,0.0000,1.6000,1.2234,2.2300
47.10,CARRY_HOME,0,-3.6956,2.7065,2.0083,0.0000,2.2000,3.0000,3.8597,1.5710,0.0000,1.5710,1.2262,2.2300
47.20,CARRY_HOME,0,-3.6110,2.7188,2.0564,0.0000,2.2000,3.0000,3.7681,1.5382,0.0000,1.5382,1.2301,2.2300
47.30,CARRY_HOME,0,-3.6110,2.7188,2.0564,0.0000,2.2000,3.0000,3.7681,1.5382,0.0000,1.5382,1.2301,2.2300
47.40,CARRY_HOME,0,-3.5222,2.7349,2.1098,0.0000,2.2000,3.0000,3.6721,1.5018,0.0000,1.5018,1.2309,2.2300
47.50,CARRY_HOME,0,-3.4255,2.7520,2.1643,0.0000,2.2000,3.0000,3.5689,1.4567,0.0000,1.4567,1.2309,2.2300
47.60,CARRY_HOME,0,-3.4255,2.7520,2.1643,0.0000,2.2000,3.0000,3.5689,1.4567,0.0000,1.4567,1.2309,2.2300
47.70,CARRY_HOME,0,-3.3247,2.7725,2.2236,0.0000,2.2000,3.0000,3.4618,1.4131,0.0000,1.4131,1.2333,2.2300
47.80,CARRY_HOME,0,-3.2149,2.7934,2.2824,0.0000,2.2000,3.0000,3.3471,1.3555,0.0000,1.3555,1.2284,2.2300
47.90,CARRY_HOME,0,-3.2149,2.7934,2.2824,0.0000,2.2000,3.0000,3.3471,1.3555,0.0000,1.3555,1.2284,2.2300
48.00,CARRY_HOME,0,-3.1031,2.8194,2.3433,0.0000,2.2000,3.0000,3.2317,1.3002,0.0000,1.3002,1.2284,2.2300
48.10,CARRY_HOME,0,-2.9828,2.8448,2.4012,0.0000,2.2000,3.0000,3.1098,1.2327,0.0000,1.2327,1.2289,2.2300
48.20,CARRY_HOME,0,-2.9828,2.8448,2.4012,0.0000,2.2000,3.0000,3.1098,1.2327,0.0000,1.2327,1.2289,2.2300
48.30,CARRY_HOME,0,-2.8551,2.8713,2.4601,0.0000,2.2000,3.0000,2.9822,1.1604,0.0000,1.1604,1.2262,2.2300
48.40,CARRY_HOME,0,-2.7312,2.9044,2.5161,0.0000,2.2000,3.0000,2.8617,1.0893,0.0000,1.0893,1.2301,2.2300
48.50,CARRY_HOME,0,-2.7312,2.9044,2.5161,0.0000,2.2000,3.0000,2.8617,1.0893,0.0000,1.0893,1.2301,2.2300
48.60,CARRY_HOME,0,-2.6086,2.9383,2.5682,0.0000,2.2000,3.0000,2.7452,1.0187,0.0000,1.0187,1.2335,2.2300
48.70,CARRY_HOME,0,-2.4880,2.9716,2.6173,0.0000,2.2000,3.0000,2.6328,0.9485,0.0000,0.9485,1.2333,2.2300
48.80,CARRY_HOME,0,-2.4880,2.9716,2.6173,0.0000,2.2000,3.0000,2.6328,0.9485,0.0000,0.9485,1.2333,2.2300
48.90,CARRY_HOME,0,-2.3695,3.0033,2.6621,0.0000,2.2000,3.0000,2.5247,0.8767,0.0000,0.8767,1.2329,2.2300
49.00,CARRY_HOME,0,-2.2545,3.0351,2.7039,0.0000,2.2000,3.0000,2.4223,0.8036,0.0000,0.8036,1.2324,2.2300
49.10,CARRY_HOME,0,-2.2545,3.0351,2.7039,0.0000,2.2000,3.0000,2.4223,0.8036,0.0000,0.8036,1.2324,2.2300
49.20,CARRY_HOME,0,-2.1409,3.0644,2.7416,0.0000,2.2000,3.0000,2.3233,0.7252,0.0000,0.7252,1.2320,2.2300
49.30,CARRY_HOME,0,-2.0310,3.0951,2.7769,0.0000,2.2000,3.0000,2.2307,0.6436,0.0000,0.6436,1.2315,2.2300
49.40,CARRY_HOME,0,-2.0310,3.0951,2.7769,0.0000,2.2000,3.0000,2.2307,0.6436,0.0000,0.6436,1.2315,2.2300
49.50,CARRY_HOME,0,-1.9233,3.1255,2.8094,0.0000,2.2000,3.0000,2.1429,0.5569,0.0000,0.5569,1.2322,2.2300
49.60,CARRY_HOME,0,-1.8143,3.1501,2.8397,0.0000,2.2000,3.0000,2.0543,0.4630,0.0000,0.4630,1.2310,2.2300
49.70,CARRY_HOME,0,-1.7076,3.1749,2.8690,0.0000,2.2000,3.0000,1.9706,0.3644,0.0000,0.3644,1.2296,2.2300
49.80,CARRY_HOME,0,-1.7076,3.1749,2.8690,0.0000,2.2000,3.0000,1.9706,0.3644,0.0000,0.3644,1.2296,2.2300
49.90,CARRY_HOME,0,-1.6004,3.1949,2.8964,0.0000,2.2000,3.0000,1.8873,0.2613,0.0000,0.2613,1.2298,2.2300
50.00,CARRY_HOME,0,-1.6004,3.1949,2.8964,0.0000,2.2000,3.0000,1.8873,0.2613,0.0000,0.2613,1.2307,2.2300
50.10,CARRY_HOME,0,-1.4950,3.2149,2.9233,0.0000,2.2000,3.0000,1.8086,0.1555,0.0000,0.1555,1.2307,2.2300
50.20,CARRY_HOME,0,-1.3893,3.2300,2.9485,0.0000,2.2000,3.0000,1.7303,0.0472,0.0000,0.0472,1.2300,2.2300
50.30,CARRY_HOME,0,-1.3893,3.2300,2.9485,0.0000,2.2000,3.0000,1.7303,0.0472,0.0000,0.0472,1.2300,2.2300
50.40,CARRY_HOME,0,-1.2853,3.2452,2.9726,0.0000,2.2000,3.0000,1.6568,-0.0638,0.0000,0.0638,1.2322,2.2300
50.50,CARRY_HOME,0,-1.1812,3.2558,2.9949,0.0000,2.2000,3.0000,1.5842,-0.1748,0.0000,0.1748,1.2325,2.2300
50.60,CARRY_HOME,0,-1.1812,3.2558,2.9949,0.0000,2.2000,3.0000,1.5842,-0.1748,0.0000,0.1748,1.2325,2.2300
50.70,CARRY_HOME,0,-1.0780,3.2646,3.0165,0.0000,2.2000,3.0000,1.5151,-0.2851,0.0000,0.2851,1.2335,2.2300
50.80,CARRY_HOME,0,-0.9753,3.2700,3.0366,0.0000,2.2000,3.0000,1.4482,-0.3929,0.0000,0.3929,1.2347,2.2300
50.90,CARRY_HOME,0,-0.8794,3.2731,3.0553,0.0000,2.2000,3.0000,1.3884,-0.4906,0.0000,0.4906,1.2442,2.2300
51.00,CARRY_HOME,0,-0.8794,3.2731,3.0553,0.0000,2.2000,3.0000,1.3884,-0.4906,0.0000,0.4906,1.2442,2.2300
51.10,CARRY_HOME,0,-0.7794,3.2732,3.0738,0.0000,2.2000,3.0000,1.3284,-0.6010,0.0000,0.6010,1.2343,2.2300
51.20,CARRY_HOME,0,-0.6864,3.2721,3.0898,0.0000,2.2000,3.0000,1.2762,-0.6979,0.0000,0.6979,1.2386,2.2300
51.30,CARRY_HOME,0,-0.6864,3.2721,3.0898,0.0000,2.2000,3.0000,1.2762,-0.6979,0.0000,0.6979,1.2386,2.2300
51.40,CARRY_HOME,0,-0.5936,3.2677,3.1049,0.0000,2.2000,3.0000,1.2261,-0.7974,0.0000,0.7974,1.2360,2.2300
51.50,CARRY_HOME,0,-0.5067,3.2627,3.1183,0.0000,2.2000,3.0000,1.1833,-0.8903,0.0000,0.8903,1.2377,2.2300
51.60,CARRY_HOME,0,-0.5067,3.2627,3.1183,0.0000,2.2000,3.0000,1.1833,-0.8903,0.0000,0.8903,1.2377,2.2300
51.70,CARRY_HOME,0,-0.4268,3.2541,3.1300,0.0000,2.2000,3.0000,1.1447,-0.9776,0.0000,0.9776,1.2456,2.2300
51.80,CARRY_HOME,0,-0.4268,3.2541,3.1300,0.0000,2.2000,3.0000,1.1447,-0.9776,0.0000,0.9776,1.2456,2.2300
51.90,CARRY_HOME,0,-0.3532,3.2456,3.1414,0.0000,2.2000,3.0000,1.1127,-1.0649,0.0000,1.0649,1.2486,2.2300
52.00,CARRY_HOME,0,-0.2871,3.2344,3.1509,0.0000,2.2000,3.0000,1.0841,-1.1454,0.0000,1.1454,1.2540,2.2300
52.10,CARRY_HOME,0,-0.2275,3.2232,3.1612,0.0000,2.2000,3.0000,1.0605,-1.2281,0.0000,1.2281,1.2479,2.2300
52.20,CARRY_HOME,0,-0.2275,3.2232,3.1612,0.0000,2.2000,3.0000,1.0605,-1.2281,0.0000,1.2281,1.2479,2.2300
52.30,CARRY_HOME,0,-0.1751,3.2104,3.1693,0.0000,2.2000,3.0000,1.0393,-1.3056,0.0000,1.3056,1.2488,2.2300
52.40,CARRY_HOME,0,-0.1289,3.1991,3.1763,0.0000,2.2000,3.0000,1.0226,-1.3839,0.0000,1.3839,1.2443,2.2300
52.50,CARRY_HOME,0,-0.1289,3.1991,3.1763,0.0000,2.2000,3.0000,1.0226,-1.3839,0.0000,1.3839,1.2443,2.2300
52.60,CARRY_HOME,0,-0.0898,3.1856,3.1825,0.0000,2.2000,3.0000,1.0064,-1.4578,0.0000,1.4578,1.2387,2.2300
52.70,CARRY_HOME,0,-0.0567,3.1756,3.1861,0.0000,2.2000,3.0000,0.9948,-1.5297,0.0000,1.5297,1.2393,2.2300
52.80,CARRY_HOME,0,-0.0567,3.1756,3.1861,0.0000,2.2000,3.0000,0.9948,-1.5297,0.0000,1.5297,1.2393,2.2300
52.90,CARRY_HOME,0,-0.0287,3.1638,3.1896,0.0000,2.2000,3.0000,0.9827,-1.6017,0.0000,1.6017,1.2379,2.2300
53.00,CARRY_HOME,0,-0.0063,3.1552,3.1910,0.0000,2.2000,3.0000,0.9741,-1.6697,0.0000,1.6697,1.2377,2.2300
53.10,CARRY_HOME,0,-0.0063,3.1552,3.1910,0.0000,2.2000,3.0000,0.9741,-1.6697,0.0000,1.6697,1.2377,2.2300
53.20,CARRY_HOME,0,0.0124,3.1452,3.1924,0.0000,2.2000,3.0000,0.9646,-1.7384,0.0000,1.7384,1.2368,2.2300
53.30,CARRY_HOME,0,0.0251,3.1384,3.1920,0.0000,2.2000,3.0000,0.9582,-1.8016,0.0000,1.8016,1.2356,2.2300
53.40,CARRY_HOME,0,0.0251,3.1384,3.1920,0.0000,2.2000,3.0000,0.9582,-1.8016,0.0000,1.8016,1.2356,2.2300
53.50,CARRY_HOME,0,0.0365,3.1306,3.1912,0.0000,2.2000,3.0000,0.9507,-1.8716,0.0000,1.8716,1.2352,2.2300
53.60,CARRY_HOME,0,0.0417,3.1255,3.1888,0.0000,2.2000,3.0000,0.9455,-1.9354,0.0000,1.9354,1.2338,2.2300
53.70,CARRY_HOME,0,0.0417,3.1255,3.1888,0.0000,2.2000,3.0000,0.9455,-1.9354,0.0000,1.9354,1.2338,2.2300
53.80,CARRY_HOME,0,0.0475,3.1197,3.1860,0.0000,2.2000,3.0000,0.9395,-2.0091,0.0000,2.0091,1.2352,2.2300
53.90,ALIGN_HOME_YAW,0,0.0468,3.1161,3.1819,0.0000,2.2000,3.0000,0.9351,-2.0732,0.0000,2.0732,1.2327,2.2300
54.00,ALIGN_HOME_YAW,0,0.0468,3.1161,3.1819,0.0000,2.2000,3.0000,0.9351,-2.0732,0.0000,2.0732,1.2327,2.2300
54.10,ALIGN_HOME_YAW,0,0.0468,3.1161,3.1819,0.0000,2.2000,3.0000,0.9351,-2.0732,0.0000,2.0732,1.2327,2.2300
54.20,ALIGN_HOME_YAW,0,0.0468,3.1161,3.1819,0.0000,2.2000,3.0000,0.9351,-2.0732,0.0000,2.0732,1.2327,2.2300
54.30,ALIGN_HOME_YAW,0,0.0468,3.1161,3.1819,0.0000,2.2000,3.0000,0.9351,-2.0732,0.0000,2.0732,1.2327,2.2300
54.40,ALIGN_HOME_YAW,0,0.0468,3.1161,3.1819,0.0000,2.2000,3.0000,0.9351,-2.0732,0.0000,2.0732,1.2327,2.2300
54.50,ALIGN_HOME_YAW,0,0.0485,3.1120,3.1771,0.0000,2.2000,3.0000,0.9303,-2.1488,0.0000,2.1488,1.2361,2.2300
54.60,ALIGN_HOME_YAW,0,0.0485,3.1120,3.1771,0.0000,2.2000,3.0000,0.9303,-2.1488,0.0000,2.1488,1.2361,2.2300
54.70,ALIGN_HOME_YAW,0,0.0463,3.1094,3.1716,0.0000,2.2000,3.0000,0.9266,-2.2170,0.0000,2.2170,1.2309,2.2300
54.80,ALIGN_HOME_YAW,0,0.0463,3.1094,3.1716,0.0000,2.2000,3.0000,0.9266,-2.2170,0.0000,2.2170,1.2309,2.2300
54.90,ALIGN_HOME_YAW,0,0.0426,3.1086,3.1645,0.0000,2.2000,3.0000,0.9243,-2.2866,0.0000,2.2866,1.2322,2.2300
55.00,ALIGN_HOME_YAW,0,0.0394,3.1074,3.1567,0.0000,2.2000,3.0000,0.9217,-2.3614,0.0000,2.3614,1.2342,2.2300
55.10,ALIGN_HOME_YAW,0,0.0394,3.1074,3.1567,0.0000,2.2000,3.0000,0.9217,-2.3614,0.0000,2.3614,1.2342,2.2300
55.20,ALIGN_HOME_YAW,0,0.0363,3.1060,3.1492,0.0000,2.2000,3.0000,0.9189,-2.4042,0.0000,2.4042,1.2347,2.2300
55.30,ALIGN_HOME_YAW,0,0.0332,3.1044,3.1422,0.0000,2.2000,3.0000,0.9161,-2.4434,0.0000,2.4434,1.2356,2.2300
55.40,ALIGN_HOME_YAW,0,0.0332,3.1044,3.1422,0.0000,2.2000,3.0000,0.9161,-2.4434,0.0000,2.4434,1.2356,2.2300
55.50,ALIGN_HOME_YAW,0,0.0300,3.1026,3.1357,0.0000,2.2000,3.0000,0.9132,-2.4735,0.0000,2.4735,1.2379,2.2300
55.60,ALIGN_HOME_YAW,0,0.0269,3.1006,3.1290,0.0000,2.2000,3.0000,0.9102,-2.4973,0.0000,2.4973,1.2414,2.2300
55.70,ALIGN_HOME_YAW,0,0.0269,3.1006,3.1290,0.0000,2.2000,3.0000,0.9102,-2.4973,0.0000,2.4973,1.2414,2.2300
55.80,ALIGN_HOME_YAW,0,0.0242,3.0995,3.1222,0.0000,2.2000,3.0000,0.9081,-2.5133,0.0000,2.5133,1.2401,2.2300
55.90,ALIGN_HOME_YAW,0,0.0211,3.0978,3.1154,0.0000,2.2000,3.0000,0.9054,-2.5223,0.0000,2.5223,1.2386,2.2300
56.00,ALIGN_HOME_YAW,0,0.0211,3.0978,3.1154,0.0000,2.2000,3.0000,0.9054,-2.5223,0.0000,2.5223,1.2386,2.2300
56.10,ALIGN_HOME_YAW,0,0.0182,3.0960,3.1086,0.0000,2.2000,3.0000,0.9028,-2.5299,0.0000,2.5299,1.2360,2.2300
56.20,ALIGN_HOME_YAW,0,0.0162,3.0947,3.1009,0.0000,2.2000,3.0000,0.9005,-2.5384,0.0000,2.5384,1.2366,2.2300
56.30,ALIGN_HOME_YAW,0,0.0162,3.0947,3.1009,0.0000,2.2000,3.0000,0.9005,-2.5384,0.0000,2.5384,1.2366,2.2300
56.40,ALIGN_HOME_YAW,0,0.0138,3.0931,3.0930,0.0000,2.2000,3.0000,0.8980,-2.5455,0.0000,2.5455,1.2347,2.2300
56.50,ALIGN_HOME_YAW,0,0.0121,3.0917,3.0841,0.0000,2.2000,3.0000,0.8958,-2.5569,0.0000,2.5569,1.2357,2.2300
56.60,ALIGN_HOME_YAW,0,0.0121,3.0917,3.0841,0.0000,2.2000,3.0000,0.8958,-2.5569,0.0000,2.5569,1.2357,2.2300
56.70,ALIGN_HOME_YAW,0,0.0102,3.0901,3.0749,0.0000,2.2000,3.0000,0.8933,-2.5741,0.0000,2.5741,1.2344,2.2300
56.80,ALIGN_HOME_YAW,0,0.0090,3.0887,3.0647,0.0000,2.2000,3.0000,0.8911,-2.6077,0.0000,2.6077,1.2333,2.2300
56.90,ALIGN_HOME_YAW,0,0.0090,3.0887,3.0647,0.0000,2.2000,3.0000,0.8911,-2.6077,0.0000,2.6077,1.2333,2.2300
57.00,ALIGN_HOME_YAW,0,0.0074,3.0870,3.0539,0.0000,2.2000,3.0000,0.8886,-2.6671,0.0000,2.6671,1.2327,2.2300
57.10,ALIGN_HOME_YAW,0,0.0066,3.0854,3.0424,0.0000,2.2000,3.0000,0.8864,-2.7776,0.0000,2.7776,1.2329,2.2300
57.20,ALIGN_HOME_YAW,0,0.0066,3.0854,3.0424,0.0000,2.2000,3.0000,0.8864,-2.7776,0.0000,2.7776,1.2329,2.2300
57.30,ALIGN_HOME_YAW,0,0.0054,3.0835,3.0302,0.0000,2.2000,3.0000,0.8841,-2.9837,0.0000,2.9837,1.2318,2.2300
