t_ns,t_offset_s,parent_frame,child_frame,x,y,z,qx,qy,qz,qw,camera_x_in_base_x,camera_x_in_base_y,camera_x_in_base_z,camera_y_in_base_x,camera_y_in_base_y,camera_y_in_base_z,camera_z_in_base_x,camera_z_in_base_y,camera_z_in_base_z
1783095547751271860,46.589704919,base_link,zed_0_left_camera_frame,-0.07852468224458667,-0.21699435569576644,1.360521669752696,-0.16435433242503153,-0.0008828768295277677,0.9689762307129163,-0.18458585605353262,-0.8778314303162136,-0.3574284048194768,-0.3188368162198258,0.35800882334719913,-0.9318545645469768,0.05896399696864346,-0.3181849499183529,-0.06238594361848181,0.9459737478832523
1783095547801598825,46.640031884,base_link,zed_0_left_camera_frame,-0.0781458365605491,-0.2171310764346874,1.360521669752696,-0.1643534993890207,-0.0010263025660393913,0.9688147803642314,-0.18543137622698125,-0.8772062638983019,-0.35895996322763896,-0.3188368162198258,0.359634668900281,-0.9312283028272215,0.05896399696864346,-0.3180755814308419,-0.06294118534906226,0.9459737478832523
1783095547862038386,46.700471445,base_link,zed_0_left_camera_frame,-0.07738743221112149,-0.21740253324467768,1.360521669752696,-0.16435145783134503,-0.001313151585120277,0.9684896664103145,-0.18712199228862395,-0.8759479166212957,-0.36201979502454956,-0.3188368162198258,0.3628830685340218,-0.9299672712697014,0.05896399696864346,-0.3178539380566871,-0.06405109193112071,0.9459737478832523
1783095547922013388,46.760446447,base_link,zed_0_left_camera_frame,-0.07700787585595878,-0.2175372684888439,1.360521669752696,-0.1643502493112349,-0.001456574649241888,0.9683260030526706,-0.18796708688934236,-0.8753147395953388,-0.3635480590925352,-0.3188368162198258,0.36450561271950854,-0.9293325052732513,0.05896399696864346,-0.3177416638452063,-0.06460575340163643,0.9459737478832523
1783095547972258860,46.810691919,base_link,zed_0_left_camera_frame,-0.07662808492184744,-0.21767134107788344,1.360521669752696,-0.16434891563147194,-0.0015999966041204212,0.9681616022738978,-0.18881203834518925,-0.8746788962133885,-0.3650752157319556,-0.3188368162198258,0.3661270465595605,-0.9286949083736035,0.05896399696864346,-0.3176284217391484,-0.06516021807215555,0.9459737478832523
1783095548031413987,46.869847046,base_link,zed_0_left_camera_frame,-0.07662808492184744,-0.21767134107788344,1.360521669752696,-0.16434891563147194,-0.0015999966041204212,0.9681616022738978,-0.18881203834518925,-0.8746788962133885,-0.3650752157319556,-0.3188368162198258,0.3661270465595605,-0.9286949083736035,0.05896399696864346,-0.3176284217391484,-0.06516021807215555,0.9459737478832523
1783095548081290403,46.919723462,base_link,zed_0_left_camera_frame,-0.07624806056569448,-0.21780475060338858,1.360521669752696,-0.1643474567930718,-0.0017434173405340093,0.9679964641991942,-0.1896568460126983,-0.8740403884123301,-0.36660126029083456,-0.3188368162198258,0.36774736511501743,-0.9280544825129848,0.05896399696864346,-0.31751421208346764,-0.0657144842536854,0.9459737478832523
1783095548132133592,46.970566651,base_link,zed_0_left_camera_frame,-0.07624806056569448,-0.21780475060338858,1.360521669752696,-0.1643474567930718,-0.0017434173405340093,0.9679964641991942,-0.1896568460126983,-0.8740403884123301,-0.36660126029083456,-0.3188368162198258,0.36774736511501743,-0.9280544825129848,0.05896399696864346,-0.31751421208346764,-0.0657144842536854,0.9459737478832523
1783095548192025526,47.030458585,base_link,zed_0_left_camera_frame,-0.07586780394511812,-0.21793749665897152,1.360521669752696,-0.16434587279714552,-0.0018868367492617124,0.9678305889543195,-0.190501509248513,-0.8733992181371666,-0.3681261881205838,-0.3188368162198258,0.3693665634501164,-0.9274112296422408,0.05896399696864346,-0.3173990352260661,-0.06626855025783793,0.9459737478832523
1783095548251888545,47.090321604,base_link,zed_0_left_camera_frame,-0.07548731621844412,-0.21806957884026543,1.360521669752696,-0.16434416364489923,-0.002030254721083529,0.9676639766655947,-0.19134602740938614,-0.8727553873410103,-0.3696499945760158,-0.3188368162198258,0.37098463663250614,-0.9267651517208281,0.05896399696864346,-0.3172828915177919,-0.0668224143968346,0.9459737478832523
1783095548311354346,47.149787405,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548361529472,47.199962531,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548411905674,47.250338733,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548461963443,47.300396502,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548521635955,47.360069014,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548581617976,47.420051035,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548633053456,47.471486515,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548692160120,47.530593179,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548751638122,47.590071181,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548802231765,47.640664824,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548852351897,47.690784956,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548911381719,47.749814778,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095548961602406,47.800035465,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549012253081,47.85068614,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549071922412,47.910355471,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549131979113,47.970412172,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549191357294,48.029790353,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549242173244,48.080606303,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549294957630,48.133390689,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549352943105,48.191376164,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549412230061,48.25066312,base_link,zed_0_left_camera_frame,-0.07510659854470193,-0.21820099674492574,1.360521669752696,-0.16434232933763457,-0.002173671146780697,0.9674966274599021,-0.19219039985218195,-0.8721088979850778,-0.3711726750153603,-0.3188368162198258,0.3726015797332641,-0.9261162507168083,0.05896399696864346,-0.317165781312438,-0.06737607498351235,0.9459737478832523
1783095549463333271,48.30176633,base_link,zed_0_left_camera_frame,-0.07548731621844412,-0.21806957884026543,1.360521669752696,-0.16434416364489923,-0.002030254721083529,0.9676639766655947,-0.19134602740938614,-0.8727553873410103,-0.3696499945760158,-0.3188368162198258,0.37098463663250614,-0.9267651517208281,0.05896399696864346,-0.3172828915177919,-0.0668224143968346,0.9459737478832523
1783095549514509415,48.352942474,base_link,zed_0_left_camera_frame,-0.07548731621844412,-0.21806957884026543,1.360521669752696,-0.16434416364489923,-0.002030254721083529,0.9676639766655947,-0.19134602740938614,-0.8727553873410103,-0.3696499945760158,-0.3188368162198258,0.37098463663250614,-0.9267651517208281,0.05896399696864346,-0.3172828915177919,-0.0668224143968346,0.9459737478832523
1783095549571698837,48.410131896,base_link,zed_0_left_camera_frame,-0.07586780394511812,-0.21793749665897152,1.360521669752696,-0.16434587279714552,-0.0018868367492617124,0.9678305889543195,-0.190501509248513,-0.8733992181371666,-0.3681261881205838,-0.3188368162198258,0.3693665634501164,-0.9274112296422408,0.05896399696864346,-0.3173990352260661,-0.06626855025783793,0.9459737478832523
1783095549631658845,48.470091904,base_link,zed_0_left_camera_frame,-0.07586780394511812,-0.21793749665897152,1.360521669752696,-0.16434587279714552,-0.0018868367492617124,0.9678305889543195,-0.190501509248513,-0.8733992181371666,-0.3681261881205838,-0.3188368162198258,0.3693665634501164,-0.9274112296422408,0.05896399696864346,-0.3173990352260661,-0.06626855025783793,0.9459737478832523
1783095549681776368,48.520209427,base_link,zed_0_left_camera_frame,-0.07624806056569448,-0.21780475060338858,1.360521669752696,-0.1643474567930718,-0.0017434173405340093,0.9679964641991942,-0.1896568460126983,-0.8740403884123301,-0.36660126029083456,-0.3188368162198258,0.36774736511501743,-0.9280544825129848,0.05896399696864346,-0.31751421208346764,-0.0657144842536854,0.9459737478832523
1783095549741780855,48.580213914,base_link,zed_0_left_camera_frame,-0.07624806056569448,-0.21780475060338858,1.360521669752696,-0.1643474567930718,-0.0017434173405340093,0.9679964641991942,-0.1896568460126983,-0.8740403884123301,-0.36660126029083456,-0.3188368162198258,0.36774736511501743,-0.9280544825129848,0.05896399696864346,-0.31751421208346764,-0.0657144842536854,0.9459737478832523
1783095549792179588,48.630612647,base_link,zed_0_left_camera_frame,-0.07662808492184744,-0.21767134107788344,1.360521669752696,-0.16434891563147194,-0.0015999966041204212,0.9681616022738978,-0.18881203834518925,-0.8746788962133885,-0.3650752157319556,-0.3188368162198258,0.3661270465595605,-0.9286949083736035,0.05896399696864346,-0.3176284217391484,-0.06516021807215555,0.9459737478832523
