t_ns,t_offset_s,parent_frame,child_frame,x,y,z,qx,qy,qz,qw,is_static
1783095547571677511,46.41011057,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547571677511,46.41011057,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547571677511,46.41011057,telescope,upperpassive,0.0,2.03711,-0.20229,0.41469291399362007,0.0,0.0,0.9099614206566562,False
1783095547571677511,46.41011057,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7598384518612004,0.6501119342645344,False
1783095547571677511,46.41011057,mainboom,stick,0.0,3.04904,-0.00649,-0.5202641752691401,0.0,0.0,0.8540053793340657,False
1783095547571677511,46.41011057,stick,telescope,0.0,0.605535517255408,0.18741612188931134,0.0,0.0,0.0,1.0,False
1783095547631814314,46.470247373,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.08019885673333436,0.0,0.9967788838948515,False
1783095547631814314,46.470247373,mast,mainboom,0.0,-0.0601374,1.09553,0.13225627920087857,0.0,0.0,0.9912155550696019,False
1783095547631814314,46.470247373,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11060157072425444,0.9938648260972555,False
1783095547631814314,46.470247373,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547631814314,46.470247373,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547631814314,46.470247373,telescope,upperpassive,0.0,2.03711,-0.20229,0.41469291399362007,0.0,0.0,0.9099614206566562,False
1783095547631814314,46.470247373,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7604054916734324,0.6494486032265259,False
1783095547631814314,46.470247373,mainboom,stick,0.0,3.04904,-0.00649,-0.5202641752691401,0.0,0.0,0.8540053793340657,False
1783095547631814314,46.470247373,stick,telescope,0.0,0.605535517255408,0.18741612188931134,0.0,0.0,0.0,1.0,False
1783095547647708630,46.486141689,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547647744354,46.486177413,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547653676701,46.49210976,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547653705516,46.492138575,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547691733690,46.530166749,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.07671896345246497,0.0,0.9970527572033385,False
1783095547691733690,46.530166749,mast,mainboom,0.0,-0.0601374,1.09553,0.13225627920087857,0.0,0.0,0.9912155550696019,False
1783095547691733690,46.530166749,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11146883844446161,0.99376792967767,False
1783095547691733690,46.530166749,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547691733690,46.530166749,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547691733690,46.530166749,telescope,upperpassive,0.0,2.03711,-0.20229,0.41469291399362007,0.0,0.0,0.9099614206566562,False
1783095547691733690,46.530166749,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7615378336238666,0.6481204579084571,False
1783095547691733690,46.530166749,mainboom,stick,0.0,3.04904,-0.00649,-0.5202641752691401,0.0,0.0,0.8540053793340657,False
1783095547691733690,46.530166749,stick,telescope,0.0,0.605535517255408,0.18741612188931134,0.0,0.0,0.0,1.0,False
1783095547729465755,46.567898814,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547729504784,46.567937843,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547751271860,46.589704919,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.07323813537681613,0.0,0.9973144817591527,False
1783095547751271860,46.589704919,mast,mainboom,0.0,-0.0601374,1.09553,0.13312122675273413,0.0,0.0,0.9910997623790689,False
1783095547751271860,46.589704919,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11146883844446161,0.99376792967767,False
1783095547751271860,46.589704919,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547751271860,46.589704919,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547751271860,46.589704919,telescope,upperpassive,0.0,2.03711,-0.20229,0.4138986657192397,0.0,0.0,0.9103229616547267,False
1783095547751271860,46.589704919,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7621031348997422,0.6474556446398357,False
1783095547751271860,46.589704919,mainboom,stick,0.0,3.04904,-0.00649,-0.5202641752691401,0.0,0.0,0.8540053793340657,False
1783095547751271860,46.589704919,stick,telescope,0.0,0.605535517255408,0.18741612188931134,0.0,0.0,0.0,1.0,False
1783095547784497043,46.622930102,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547784533419,46.622966478,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547801598825,46.640031884,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.06801523330394363,0.0,0.997684282746105,False
1783095547801598825,46.640031884,mast,mainboom,0.0,-0.0601374,1.09553,0.1339860729271558,0.0,0.0,0.9909832149242281,False
1783095547801598825,46.640031884,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11146883844446161,0.99376792967767,False
1783095547801598825,46.640031884,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547801598825,46.640031884,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547801598825,46.640031884,telescope,upperpassive,0.0,2.03711,-0.20229,0.4138986657192397,0.0,0.0,0.9103229616547267,False
1783095547801598825,46.640031884,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7626678558019089,0.6467903383064088,False
1783095547801598825,46.640031884,mainboom,stick,0.0,3.04904,-0.00649,-0.5202641752691401,0.0,0.0,0.8540053793340657,False
1783095547801598825,46.640031884,stick,telescope,0.0,0.605535517255408,0.18741612188931134,0.0,0.0,0.0,1.0,False
1783095547857424170,46.695857229,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547857448823,46.695881882,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547862038386,46.700471445,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.06104848803351736,0.0,0.9981348015718225,False
1783095547862038386,46.700471445,mast,mainboom,0.0,-0.0601374,1.09553,0.1339860729271558,0.0,0.0,0.9909832149242281,False
1783095547862038386,46.700471445,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11146883844446161,0.99376792967767,False
1783095547862038386,46.700471445,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547862038386,46.700471445,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547862038386,46.700471445,telescope,upperpassive,0.0,2.03711,-0.20229,0.4138986657192397,0.0,0.0,0.9103229616547267,False
1783095547862038386,46.700471445,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7637955547653218,0.6454582484721489,False
1783095547862038386,46.700471445,mainboom,stick,0.0,3.04904,-0.00649,-0.5202641752691401,0.0,0.0,0.8540053793340657,False
1783095547862038386,46.700471445,stick,telescope,0.0,0.605535517255408,0.18741612188931134,0.0,0.0,0.0,1.0,False
1783095547922013388,46.760446447,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.05669273972839784,0.0,0.9983916732736147,False
1783095547922013388,46.760446447,mast,mainboom,0.0,-0.0601374,1.09553,0.13485081706552687,0.0,0.0,0.990865912793835,False
1783095547922013388,46.760446447,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11146883844446161,0.99376792967767,False
1783095547922013388,46.760446447,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547922013388,46.760446447,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547922013388,46.760446447,telescope,upperpassive,0.0,2.03711,-0.20229,0.4138986657192397,0.0,0.0,0.9103229616547267,False
1783095547922013388,46.760446447,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7643585319677776,0.6447914659857588,False
1783095547922013388,46.760446447,mainboom,stick,0.0,3.04904,-0.00649,-0.5202641752691401,0.0,0.0,0.8540053793340657,False
1783095547922013388,46.760446447,stick,telescope,0.0,0.605535517255408,0.18741612188931134,0.0,0.0,0.0,1.0,False
1783095547935500936,46.773933995,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547935541588,46.773974647,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547972258860,46.810691919,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.05495013354478732,0.0,0.9984891000023036,False
1783095547972258860,46.810691919,mast,mainboom,0.0,-0.0601374,1.09553,0.13485081706552687,0.0,0.0,0.990865912793835,False
1783095547972258860,46.810691919,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11146883844446161,0.99376792967767,False
1783095547972258860,46.810691919,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547972258860,46.810691919,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095547972258860,46.810691919,telescope,upperpassive,0.0,2.03711,-0.20229,0.41548684646184014,0.0,0.0,0.9095991866845503,False
1783095547972258860,46.810691919,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7649209270789442,0.6441241924634475,False
1783095547972258860,46.810691919,mainboom,stick,0.0,3.04904,-0.00649,-0.5210092367284446,0.0,0.0,0.8535510384526771,False
1783095547972258860,46.810691919,stick,telescope,0.0,0.605535517255408,0.18741612188931134,0.0,0.0,0.0,1.0,False
1783095547989952223,46.828385282,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095547989990084,46.828423143,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548031413987,46.869847046,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.05669273972839784,0.0,0.9983916732736147,False
1783095548031413987,46.869847046,mast,mainboom,0.0,-0.0601374,1.09553,0.135715458509308,0.0,0.0,0.9907478560772203,False
1783095548031413987,46.869847046,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11060157072425444,0.9938648260972555,False
1783095548031413987,46.869847046,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548031413987,46.869847046,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548031413987,46.869847046,telescope,upperpassive,0.0,2.03711,-0.20229,0.41786674298461424,0.0,0.0,0.908508329685221,False
1783095548031413987,46.869847046,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7649209270789442,0.6441241924634475,False
1783095548031413987,46.869847046,mainboom,stick,0.0,3.04904,-0.00649,-0.5210092367284446,0.0,0.0,0.8535510384526771,False
1783095548031413987,46.869847046,stick,telescope,0.0,0.60563530065203,0.1874095436100099,0.0,0.0,0.0,1.0,False
1783095548068551135,46.906984194,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548068577988,46.907011047,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548081290403,46.919723462,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.05669273972839784,0.0,0.9983916732736147,False
1783095548081290403,46.919723462,mast,mainboom,0.0,-0.0601374,1.09553,0.13657999660003833,0.0,0.0,0.990629044864289,False
1783095548081290403,46.919723462,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11060157072425444,0.9938648260972555,False
1783095548081290403,46.919723462,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548081290403,46.919723462,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548081290403,46.919723462,telescope,upperpassive,0.0,2.03711,-0.20229,0.418659406184475,0.0,0.0,0.9081433265808116,False
1783095548081290403,46.919723462,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7654827396705342,0.6434564284133723,False
1783095548081290403,46.919723462,mainboom,stick,0.0,3.04904,-0.00649,-0.5210092367284446,0.0,0.0,0.8535510384526771,False
1783095548081290403,46.919723462,stick,telescope,0.0,0.6059346508418961,0.18738980877210554,0.0,0.0,0.0,1.0,False
1783095548128234664,46.966667723,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548128292323,46.966725382,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548132133592,46.970566651,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.05582145789179091,0.0,0.9984407668153555,False
1783095548132133592,46.970566651,mast,mainboom,0.0,-0.0601374,1.09553,0.13657999660003833,0.0,0.0,0.990629044864289,False
1783095548132133592,46.970566651,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11146883844446161,0.99376792967767,False
1783095548132133592,46.970566651,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548132133592,46.970566651,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548132133592,46.970566651,telescope,upperpassive,0.0,2.03711,-0.20229,0.418659406184475,0.0,0.0,0.9081433265808116,False
1783095548132133592,46.970566651,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7654827396705342,0.6434564284133723,False
1783095548132133592,46.970566651,mainboom,stick,0.0,3.04904,-0.00649,-0.5210092367284446,0.0,0.0,0.8535510384526771,False
1783095548132133592,46.970566651,stick,telescope,0.0,0.6062340010317623,0.1873700739342012,0.0,0.0,0.0,1.0,False
1783095548192025526,47.030458585,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.0523359120770581,0.0,0.9986295370692089,False
1783095548192025526,47.030458585,mast,mainboom,0.0,-0.0601374,1.09553,0.1383087600888966,0.0,0.0,0.9903891593119707,False
1783095548192025526,47.030458585,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11407012963420633,0.9934726999395782,False
1783095548192025526,47.030458585,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548192025526,47.030458585,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548192025526,47.030458585,telescope,upperpassive,0.0,2.03711,-0.20229,0.418659406184475,0.0,0.0,0.9081433265808116,False
1783095548192025526,47.030458585,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7660439693147032,0.6427881743440634,False
1783095548192025526,47.030458585,mainboom,stick,0.0,3.04904,-0.00649,-0.5210092367284446,0.0,0.0,0.8535510384526771,False
1783095548192025526,47.030458585,stick,telescope,0.0,0.6065333512216284,0.1873503390962968,0.0,0.0,0.0,1.0,False
1783095548197685551,47.03611861,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548197715752,47.036148811,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548251888545,47.090321604,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.04623469799936917,0.0,0.9989306045471364,False
1783095548251888545,47.090321604,mast,mainboom,0.0,-0.0601374,1.09553,0.13917298417049823,0.0,0.0,0.9902680851552667,False
1783095548251888545,47.090321604,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11667063900137568,0.9931706610623428,False
1783095548251888545,47.090321604,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548251888545,47.090321604,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548251888545,47.090321604,telescope,upperpassive,0.0,2.03711,-0.20229,0.418659406184475,0.0,0.0,0.9081433265808116,False
1783095548251888545,47.090321604,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7666046155840511,0.6421194307644249,False
1783095548251888545,47.090321604,mainboom,stick,0.0,3.04904,-0.00649,-0.5210092367284446,0.0,0.0,0.8535510384526771,False
1783095548251888545,47.090321604,stick,telescope,0.0,0.6069324848081166,0.187324025979091,0.0,0.0,0.0,1.0,False
1783095548266598494,47.105031553,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548266633519,47.105066578,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548311354346,47.149787405,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.04187561837903767,0.0,0.9991228315804686,False
1783095548311354346,47.149787405,mast,mainboom,0.0,-0.0601374,1.09553,0.14003710226599728,0.0,0.0,0.9901462568676118,False
1783095548311354346,47.149787405,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.1184038687649596,0.992965519976142,False
1783095548311354346,47.149787405,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548311354346,47.149787405,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548311354346,47.149787405,telescope,upperpassive,0.0,2.03711,-0.20229,0.4194517505575242,0.0,0.0,0.9077776318869221,False
1783095548311354346,47.149787405,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7671646780516226,0.641450198183733,False
1783095548311354346,47.149787405,mainboom,stick,0.0,3.04904,-0.00649,-0.521753901417221,0.0,0.0,0.8530960475561405,False
1783095548311354346,47.149787405,stick,telescope,0.0,0.6072318349979827,0.18730429114118663,0.0,0.0,0.0,1.0,False
1783095548333949657,47.172382716,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548333978758,47.172411817,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548361529472,47.199962531,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.03925978261476894,0.0,0.9992290375429655,False
1783095548361529472,47.199962531,mast,mainboom,0.0,-0.0601374,1.09553,0.14090111371733136,0.0,0.0,0.9900236745417839,False
1783095548361529472,47.199962531,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.1184038687649596,0.992965519976142,False
1783095548361529472,47.199962531,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548361529472,47.199962531,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548361529472,47.199962531,telescope,upperpassive,0.0,2.03711,-0.20229,0.4194517505575242,0.0,0.0,0.9077776318869221,False
1783095548361529472,47.199962531,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7671646780516226,0.641450198183733,False
1783095548361529472,47.199962531,mainboom,stick,0.0,3.04904,-0.00649,-0.521753901417221,0.0,0.0,0.8530960475561405,False
1783095548361529472,47.199962531,stick,telescope,0.0,0.6076309685844709,0.18727797802398083,0.0,0.0,0.0,1.0,False
1783095548386194771,47.22462783,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548386241336,47.224674395,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548411905674,47.250338733,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.03925978261476894,0.0,0.9992290375429655,False
1783095548411905674,47.250338733,mast,mainboom,0.0,-0.0601374,1.09553,0.1417650178665192,0.0,0.0,0.9899003382711339,False
1783095548411905674,47.250338733,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.1184038687649596,0.992965519976142,False
1783095548411905674,47.250338733,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548411905674,47.250338733,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548411905674,47.250338733,telescope,upperpassive,0.0,2.03711,-0.20229,0.4194517505575242,0.0,0.0,0.9077776318869221,False
1783095548411905674,47.250338733,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7671646780516226,0.641450198183733,False
1783095548411905674,47.250338733,mainboom,stick,0.0,3.04904,-0.00649,-0.521753901417221,0.0,0.0,0.8530960475561405,False
1783095548411905674,47.250338733,stick,telescope,0.0,0.6080301021709591,0.18725166490677503,0.0,0.0,0.0,1.0,False
1783095548459156601,47.29758966,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548459182019,47.297615078,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548461963443,47.300396502,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.03925978261476894,0.0,0.9992290375429655,False
1783095548461963443,47.300396502,mast,mainboom,0.0,-0.0601374,1.09553,0.14349250162694072,0.0,0.0,0.9896514042716469,False
1783095548461963443,47.300396502,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.1184038687649596,0.992965519976142,False
1783095548461963443,47.300396502,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548461963443,47.300396502,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548461963443,47.300396502,telescope,upperpassive,0.0,2.03711,-0.20229,0.4202437755003584,0.0,0.0,0.9074112458820446,False
1783095548461963443,47.300396502,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7671646780516226,0.641450198183733,False
1783095548461963443,47.300396502,mainboom,stick,0.0,3.04904,-0.00649,-0.5224981687683758,0.0,0.0,0.8526404069909507,False
1783095548461963443,47.300396502,stick,telescope,0.0,0.6083294523608253,0.18723193006887065,0.0,0.0,0.0,1.0,False
1783095548520423312,47.358856371,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548520467073,47.358900132,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548521635955,47.360069014,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.03838777667866144,0.0,0.9992629176556433,False
1783095548521635955,47.360069014,mast,mainboom,0.0,-0.0601374,1.09553,0.14521954828505548,0.0,0.0,0.989399455627445,False
1783095548521635955,47.360069014,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.117537298637975,0.9930684686510228,False
1783095548521635955,47.360069014,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548521635955,47.360069014,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548521635955,47.360069014,telescope,upperpassive,0.0,2.03711,-0.20229,0.4202437755003584,0.0,0.0,0.9074112458820446,False
1783095548521635955,47.360069014,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7671646780516226,0.641450198183733,False
1783095548521635955,47.360069014,mainboom,stick,0.0,3.04904,-0.00649,-0.5224981687683758,0.0,0.0,0.8526404069909507,False
1783095548521635955,47.360069014,stick,telescope,0.0,0.6086288025506913,0.1872121952309663,0.0,0.0,0.0,1.0,False
1783095548581617976,47.420051035,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.03751574150864147,0.0,0.9992960367874261,False
1783095548581617976,47.420051035,mast,mainboom,0.0,-0.0601374,1.09553,0.1460829060566721,0.0,0.0,0.9892723510530542,False
1783095548581617976,47.420051035,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11667063900137568,0.9931706610623428,False
1783095548581617976,47.420051035,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548581617976,47.420051035,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548581617976,47.420051035,telescope,upperpassive,0.0,2.03711,-0.20229,0.4202437755003584,0.0,0.0,0.9074112458820446,False
1783095548581617976,47.420051035,base_link,mast,0.0,0.0,0.26881,0.0,0.0,0.7671646780516226,0.641450198183733,False
1783095548581617976,47.420051035,mainboom,stick,0.0,3.04904,-0.00649,-0.5224981687683758,0.0,0.0,0.8526404069909507,False
1783095548581617976,47.420051035,stick,telescope,0.0,0.6089281527405574,0.18719246039306195,0.0,0.0,0.0,1.0,False
1783095548588166454,47.426599513,zed_0_camera_center,zed_0_left_camera_frame,-0.01,0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548588202285,47.426635344,zed_0_camera_center,zed_0_right_camera_frame,-0.01,-0.060116712003946304,0.0,0.0,0.0,0.0,1.0,False
1783095548633053456,47.471486515,upperpassive,lowerpassive,0.0,0.0,-0.154,0.0,0.03751574150864147,0.0,0.9992960367874261,False
1783095548633053456,47.471486515,mast,mainboom,0.0,-0.0601374,1.09553,0.14780928719760722,0.0,0.0,0.989015881883671,False
1783095548633053456,47.471486515,lowerpassive,grapplecarrier,0.0,0.0,-0.261,0.0,0.0,-0.11580389051515956,0.9932720971322778,False
1783095548633053456,47.471486515,grapplecarrier,grappletong1,-0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548633053456,47.471486515,grapplecarrier,grappletong2,0.275000000000001,-0.0192847891741644,-0.202,0.0,0.0,0.0,1.0,False
1783095548633053456,47.471486515,telescope,upperpassive,0.0,2.03711,-0.20229,0.42103548040981714,0.0,0.0,0.9070441688451971,False
