Wall time,Step,Value
1771732151.8423626,79,95.35618591308594
1771732284.3040988,80,95.15692901611328
1771732415.1987782,81,95.19976806640625
1771732553.9042287,82,94.55424499511719
1771732698.142261,83,94.55424499511719
1771732838.7604284,84,94.55424499511719
1771732977.1723745,85,94.55424499511719
1771733110.7761846,86,94.55424499511719
1771733242.4546957,87,94.8134765625
1771733371.5281544,88,94.88947296142578
1771733502.6050992,89,93.36442565917969
1771733649.483927,90,93.36442565917969
1771733791.2576768,91,93.36442565917969
1771733929.771234,92,93.36442565917969
1771734064.9070213,93,93.36442565917969
1771734196.7987273,94,93.36442565917969
1771734329.058326,95,92.95452117919922
1771734461.8517125,96,93.28811645507812
1771734602.5658317,97,92.68675231933594
1771734744.9803202,98,92.68675231933594
1771734886.291166,99,92.68675231933594
1771735023.1436136,100,92.68675231933594
1771735157.351026,101,92.68675231933594
1771735290.5384552,102,92.59366607666016
1771735423.7751095,103,92.71322631835938
1771735559.820137,104,91.25656127929688
1771735705.7702475,105,91.25656127929688
1771735849.9108918,106,91.25656127929688
1771735990.5523837,107,91.25656127929688
1771736127.2243488,108,91.25656127929688
1771736260.281572,109,91.25656127929688
1771736393.0851285,110,91.70051574707031
1771736528.8107748,111,91.22863006591797
1771736672.875912,112,91.24683380126953
1771736816.7039156,113,91.24683380126953
1771736956.221884,114,91.24683380126953
1771737094.3843136,115,91.24683380126953
1771737228.7135925,116,91.24683380126953
1771737360.7920315,117,91.38484191894531
1771737493.121492,118,91.5111312866211
1771737628.1306357,119,92.37615203857422
1771737775.6047556,120,92.37615203857422
1771737917.0265923,121,92.37615203857422
1771738055.3641336,122,92.37615203857422
1771738192.443509,123,92.37615203857422
1771738325.7214723,124,92.39815521240234
1771738459.2628255,125,92.60528564453125
1771738593.763231,126,92.68235778808594
1771738739.0714548,127,93.92012023925781
1771738882.8552415,128,93.92012023925781
1771739024.0870848,129,93.92012023925781
1771739161.8427079,130,93.92012023925781
1771739294.9911168,131,93.92012023925781
1771739427.8859942,132,93.70623779296875
1771739563.0464866,133,93.80526733398438
1771739701.9654038,134,94.58216094970703
1771739848.8269973,135,94.58216094970703
1771739990.4905534,136,94.58216094970703
1771740129.8245237,137,94.58216094970703
1771740268.1769078,138,94.58216094970703
1771740401.2816584,139,94.73284912109375
1771740532.9883864,140,95.11040496826172
1771740667.4649506,141,95.01910400390625
1771740812.637369,142,95.77172088623047
1771740955.8419638,143,95.77172088623047
1771741097.7893574,144,95.77172088623047
1771741234.6469932,145,95.77172088623047
1771741370.8401997,146,95.77172088623047
1771741505.1696084,147,95.82865142822266
1771741642.976157,148,95.97667694091797
1771741785.2060852,149,95.71234893798828
1771741932.7960155,150,95.71234893798828
1771742077.0481522,151,95.71234893798828
1771742218.9949026,152,95.71234893798828
1771742356.117242,153,95.71234893798828
1771742490.608415,154,95.7136001586914
1771742625.525098,155,95.8067398071289
1771742761.7230122,156,95.88423919677734
1771742906.7939086,157,95.23408508300781
1771743052.1561434,158,95.23408508300781
1771743192.9416668,159,95.23408508300781
1771743332.141686,160,95.23408508300781
1771743466.7700686,161,95.23408508300781
1771743602.8735893,162,95.27099609375
1771743740.6711829,163,95.26175689697266
1771743884.244371,164,93.3998031616211
1771744029.7609682,165,93.3998031616211
1771744172.7425942,166,93.3998031616211
1771744311.829822,167,93.3998031616211
1771744448.1952868,168,93.3998031616211
1771744581.1660175,169,93.31903076171875
1771744716.9784207,170,92.6961898803711
1771744856.0624697,171,92.25593566894531
1771745003.271005,172,92.84069061279297
1771745146.669202,173,92.84069061279297
1771745287.5855212,174,92.84069061279297
1771745426.0029657,175,92.84069061279297
1771745561.656097,176,92.84069061279297
1771745696.5759616,177,92.51344299316406
1771745830.516257,178,92.39183044433594
1771745970.6832607,179,93.72484588623047
1771746117.888173,180,93.72484588623047
1771746261.0058875,181,93.72484588623047
1771746402.0171766,182,93.72484588623047
1771746540.6442256,183,93.72484588623047
1771746677.119234,184,93.8187484741211
1771746810.0165973,185,94.0364761352539
1771746943.219635,186,93.62004089355469
1771747087.0806491,187,92.80113983154297
1771747228.9424596,188,92.80113983154297
1771747369.8531258,189,92.80113983154297
1771747508.488046,190,92.80113983154297
1771747643.873761,191,92.80113983154297
1771747780.4757357,192,92.90589141845703
1771747916.1667998,193,93.0818099975586
1771748053.7529058,194,94.52892303466797
1771748200.2682643,195,94.52892303466797
1771748342.351308,196,94.52892303466797
1771748481.8956738,197,94.52892303466797
1771748617.4389758,198,94.52892303466797
1771748752.3939571,199,94.6657943725586
1771748884.7885785,200,94.58795928955078
1771749021.923838,201,95.03829193115234
1771749168.8960848,202,94.30496215820312
1771749312.711727,203,94.30496215820312
1771749451.8400881,204,94.30496215820312
1771749587.5762205,205,94.30496215820312
1771749719.5372024,206,94.30496215820312
1771749852.1788843,207,94.84574890136719
1771749985.8561032,208,94.683349609375
1771750124.8168666,209,96.67044067382812
1771750270.7212412,210,96.67044067382812
1771750412.1188593,211,96.67044067382812
1771750550.6863396,212,96.67044067382812
1771750686.5333612,213,96.67044067382812
1771750827.4948938,214,96.79249572753906
1771750969.0131125,215,96.99081420898438
1771751116.7625754,216,96.74070739746094
1771751265.2223687,217,95.98530578613281
1771751407.597437,218,95.98530578613281
1771751548.8495636,219,95.98530578613281
1771751686.3552084,220,95.98530578613281
1771751821.2371976,221,95.98530578613281
1771751956.5725393,222,96.61474609375
1771752092.7276998,223,97.1098861694336
1771752229.3751137,224,96.75340270996094
1771752375.0019855,225,96.75340270996094
1771752516.4371324,226,96.75340270996094
1771752655.6590989,227,96.75340270996094
1771752802.9732156,228,96.75340270996094
1771752953.471949,229,96.88094329833984
1771753095.178549,230,96.52950286865234
1771753239.1550462,231,95.65828704833984
1771753386.354994,232,94.62675476074219
